item_id,title,brand,family,r720b_l1,r720b_l2,r720b_l3,orig_l1,orig_l2
853,"Rubbermaid Professional Plus Heavy-Duty Spray Bottle,32 fl OZ (946ml), (FG6C13PR06)",Rubbermaid,other,<a_128>,<a_128><b_200>,<c_237>,<a_150>,<a_150><b_137>
854,"Watts SVIG10 Pre-Cut 1/2-Inch Diameter by 3/8-Inch Clear Vinyl Tubing, 10-Foot Length",Watts,gauge_meter,<a_67>,<a_67><b_203>,<c_32>,<a_228>,<a_228><b_0>
855,"Scotch(R) Linerless Rubber Splicing Tape 130C, 1 in x 30 ft, Black, 1 Roll/Carton",Scotch,tape,<a_76>,<a_76><b_74>,<c_138>,<a_202>,<a_202><b_129>
856,Tesa  Wire Loom Harness Tape Used By Mercedes BMW VW Audi,Tesa,tape,<a_87>,<a_87><b_32>,<c_156>,<a_233>,<a_233><b_239>
857,"Dixon FBVG100 Brass Ball Valve, 1"" NPT Female",Dixon Valve & Coupling,other,<a_51>,<a_51><b_20>,<c_226>,<a_108>,<a_108><b_83>
858,AST Labs Test Lead Alligator Clip Heavy Duty to Alligator Clip Heavy Duty 39,AST Labs,3d_filament,<a_55>,<a_55><b_77>,<c_199>,<a_211>,<a_211><b_84>
859,E-Z Red S102 Anti-Freeze Hydrometer,E-Z Red,gauge_meter,<a_155>,<a_155><b_67>,<c_74>,<a_229>,<a_229><b_185>
860,"Oatey 30203 Dark Cutting Oil, Speed Threading, 16-Ounce",Oatey,other,<a_215>,<a_215><b_179>,<c_103>,<a_173>,<a_173><b_192>
861,"SCIGRIP 16 10315 Acrylic Cement, Low-VOC, Medium bodied, 5 Ounce Tube, Clear",SCIGRIP,other,<a_124>,<a_124><b_216>,<c_4>,<a_165>,<a_165><b_219>
862,"Watts SVGE10 Pre-Cut 3/8-Inch Diameter by 1/4-Inch Clear Vinyl Tubing, 10-Foot Length",Watts,gauge_meter,<a_67>,<a_67><b_203>,<c_31>,<a_228>,<a_228><b_0>
863,"Industrial & Scientific"" />",SEOH,metadata_placeholder,<a_49>,<a_49><b_207>,<c_17>,<a_15>,<a_15><b_10>
864,SEOH BUCHNER FUNNEL Glazed porcelain one piece 90 mm,SEOH,other,<a_1>,<a_1><b_62>,<c_192>,<a_94>,<a_94><b_28>
865,Uxcell a13041900ux0031 5 Piece Yellow Plastic Case SMPW-K-M K Type Thermocouple Wire Connector,uxcell,connector_fitting,<a_227>,<a_227><b_145>,<c_164>,<a_211>,<a_211><b_10>
866,Signstek 3 1/2 6802 II Dual Channel Digital Thermometer -58&deg;F~1022&deg;F(-50~1300&deg;C) with 2 K-Type Thermocouple Sensor Probe,Signstek,gauge_meter,<a_16>,<a_16><b_213>,<c_200>,<a_211>,<a_211><b_155>
867,Uxcell -100-1250C 13 mm Thread 5mm Probe K Type Thermocouple Temperature Sensor,uxcell,other,<a_227>,<a_227><b_192>,<c_211>,<a_211>,<a_211><b_168>
868,Noga MC1700 Mini-Cool KIT (1),Noga,other,<a_3>,<a_3><b_165>,<c_68>,<a_52>,<a_52><b_173>
869,"Gardner Bender GSW-16  Heavy-Duty Electrical Toggle Switch, DPDT, ON-(OFF)-ON, 20 A/125V AC, Screw Terminal",Gardner Bender,connector_fitting,<a_205>,<a_205><b_109>,<c_50>,<a_236>,<a_236><b_106>
870,"Gardner Bender GSW-111  Electrical Long Bat Handle Toggle Switch, SPST, ON-OFF, 20 A/125V AC,  Screw Terminal",Gardner Bender,connector_fitting,<a_205>,<a_205><b_37>,<c_202>,<a_236>,<a_236><b_106>
871,MEECO'S RED DEVIL 121 Furnace Cement and Fireplace Mortar,MEECO'S RED DEVIL,other,<a_207>,<a_207><b_148>,<c_187>,<a_79>,<a_79><b_13>
872,"Shop-Vac 8018200 2.5-Inch Deluxe Pick-Up Accessory Kit Multifunction Conversion Set with Nozzles, Wands, Hoses & Tools",Shop-Vac,connector_fitting,<a_19>,<a_19><b_27>,<c_218>,<a_24>,<a_24><b_173>
873,Ajent Citric Acid 100% Pure Food Grade Non-GMO (Approved for Organic Foods) 5 Pound,Ajent,other,<a_12>,<a_12><b_184>,<c_4>,<a_206>,<a_206><b_204>
874,Parts Express 3A Variable Transformer AC Power 0-130 VAC,Parts Express,other,<a_190>,<a_190><b_140>,<c_102>,<a_30>,<a_30><b_7>
875,Big Horn 19053C 3 Pieces 8-Inch Spring Caliper / Divider Set,Big Horn,gauge_meter,<a_164>,<a_164><b_137>,<c_19>,<a_104>,<a_104><b_248>
876,"Mitutoyo 500-196-30 Advanced Onsite Sensor (AOS) Absolute Scale Digital Caliper, 0 to 6""/0 to 150mm Measuring Range, 0.0005""/0.01mm Resolution, LCD",Mitutoyo,gauge_meter,<a_192>,<a_192><b_172>,<c_98>,<a_17>,<a_17><b_180>
877,"Acetal Copolymer Round Rod, Opaque Black, Standard Tolerance, ASTM D6778, 3"" Diameter, 6"" Length",Small Parts,gauge_meter,<a_185>,<a_185><b_146>,<c_86>,<a_251>,<a_251><b_204>
878,"Mitutoyo 293-340 Digimatic Outside Micrometer, 0-1"" Range, 0.00005""/0.001mm Resolution, IP65, No Output, with Ratchet",Mitutoyo,gauge_meter,<a_192>,<a_192><b_115>,<c_43>,<a_17>,<a_17><b_180>
879,"Nicholson 4 Piece Thread Repair File Set, Single Cut, Square Shape, Fine, 8-3/8"" Length",Apex Tool Group,other,<a_26>,<a_26><b_101>,<c_159>,<a_42>,<a_42><b_90>
880,DEWALT DCT410S1 12V MAX Inspection Camera Kit,DEWALT,other,<a_148>,<a_148><b_47>,<c_72>,<a_24>,<a_24><b_250>
881,"Cast Acrylic Sheet, Clear, 12"" x 12"" x 0.118"" Size",Small Parts,other,<a_67>,<a_67><b_108>,<c_169>,<a_79>,<a_79><b_194>
882,DEWALT DW8308 4-1/2-Inches x 7/8-Inches 60 Grit Zirconia Angle Grinder Flap Disc,DEWALT,other,<a_132>,<a_132><b_159>,<c_93>,<a_193>,<a_193><b_67>
883,Ancor Marine Grade Electrical Heat Activated Adhesive Lined Shrink Tubing,Ancor,adhesive_epoxy,<a_249>,<a_249><b_185>,<c_84>,<a_228>,<a_228><b_127>
884,"UHMW (Ultra High Molecular Weight Polyethylene) Round Rod, Opaque Off-White, Standard Tolerance, ASTM D4020-01, 1"" Diameter, 48"" Length",Small Parts,gauge_meter,<a_185>,<a_185><b_11>,<c_226>,<a_251>,<a_251><b_199>
885,"Corning Pyrex 5 Piece Glass Graduated Low Form Griffin Beaker Assortment Pack, with Double Scale",Corning,other,<a_86>,<a_86><b_20>,<c_92>,<a_94>,<a_94><b_144>
886,"O1 Tool Steel Round Rod, Annealed/Precision Ground, ASTM A681, 0.359375"" Diameter, 36"" Length",Small Parts,gauge_meter,<a_96>,<a_96><b_255>,<c_133>,<a_17>,<a_17><b_200>
887,Milwaukee Instruments PH600AQ Ph Tester With 1 Point Manual Calibration,Milwaukee,test_strip,<a_25>,<a_25><b_116>,<c_134>,<a_107>,<a_107><b_111>
888,SEOH Erlenmeyer Flask Set 50 125 250 500 and 1000ml,SEOH,other,<a_86>,<a_86><b_104>,<c_68>,<a_94>,<a_94><b_26>
889,Hornady 9991 One Shot Spray Case Lube with DynaGlide Plus (5 fl Oz Aerosol),Hornady,other,<a_34>,<a_34><b_231>,<c_89>,<a_173>,<a_173><b_25>
890,Octave Tool Kit A for 3D Printer,Octave,3d_filament,<a_126>,<a_126><b_56>,<c_93>,<a_91>,<a_91><b_27>
891,Filament Outlet Green PLA 1.75mm 3D Printer Filament 1kg (2.2lbs) spool USA,Filament Outlet,3d_filament,<a_58>,<a_58><b_7>,<c_13>,<a_223>,<a_223><b_120>
892,Filament Outlet Black PLA 1.75mm 3D Printer Filament 1kg (2.2lbs) spool USA,Filament Outlet,3d_filament,<a_58>,<a_58><b_7>,<c_8>,<a_223>,<a_223><b_31>
893,STM Stainless Tumbling Media - 5 lbs - Ammo Reloading Supplies,STM,other,<a_138>,<a_138><b_27>,<c_245>,<a_159>,<a_159><b_76>
894,"Gizmo Dorks Kapton Tape for 3D Printers 6.25"" x 100'",Gizmo Dorks,3d_filament,<a_229>,<a_229><b_65>,<c_66>,<a_233>,<a_233><b_119>
895,Grizzly G8748 Hand Tapping Machine,Grizzly,other,<a_228>,<a_228><b_234>,<c_138>,<a_159>,<a_159><b_159>
896,"MG Chemicals Ferric Chloride Copper Etchant Solution, 4L Liquid Bottle",MG Chemicals,other,<a_47>,<a_47><b_9>,<c_82>,<a_173>,<a_173><b_150>
897,"PORTER-CABLE NS18Pp 18 Gauge Narrow Crown Staple Project Pack, 900 Count, Various Sizes",PORTER-CABLE,gauge_meter,<a_136>,<a_136><b_34>,<c_52>,<a_42>,<a_42><b_226>
898,Personalized Office Name Plate With Wall or Desk Holder - 2x8 - CUSTOMIZE,Lasercrafting,other,<a_81>,<a_81><b_33>,<c_157>,<a_71>,<a_71><b_143>
899,Extech 480823 Extremely Low Frequency Electromagnetic Field Meter,Extech Instruments,gauge_meter,<a_31>,<a_31><b_173>,<c_26>,<a_36>,<a_36><b_20>
900,Cell Sensor EMF Detection Meter,Technology Alternatives Corporation,gauge_meter,<a_31>,<a_31><b_85>,<c_136>,<a_36>,<a_36><b_157>
901,"LA-CO Plumbset Professional Plumbers' Putty, 5 lbs",La-Co,other,<a_10>,<a_10><b_231>,<c_206>,<a_170>,<a_170><b_248>
902,"100 Poly Bag Zipper Resealable Plastic Shipping Bags 6"" x 9",FindingKing,other,<a_238>,<a_238><b_211>,<c_11>,<a_210>,<a_210><b_54>
903,SE CBC300B Cone-Shaped Cloth Polishing Buff,SE,other,<a_97>,<a_97><b_68>,<c_56>,<a_24>,<a_24><b_242>
904,Hot Max 26009 Reducing Bushings for 3/4-Inch and 1-Inch Wide Wheels,Hot Max,other,<a_212>,<a_212><b_71>,<c_72>,<a_251>,<a_251><b_130>
905,uxcell Adjustable 9mm-16mm Metal Worm Gear Hose Clamps 20 Pcs,uxcell,connector_fitting,<a_109>,<a_109><b_35>,<c_28>,<a_71>,<a_71><b_236>
906,ATD Tools 350 555-Piece Cotter Pin Assortment,ATD,other,<a_172>,<a_172><b_108>,<c_142>,<a_71>,<a_71><b_208>
907,"Century Drill and Tool 76423 Fine Drill Radial Wire Brush, 2-1/2-Inch",Century Drill & Tool,other,<a_17>,<a_17><b_216>,<c_1>,<a_193>,<a_193><b_104>
908,"Kreg SML-C150-100 Pocket Screws 1-1/2-Inch, 8 Coarse, Washer-Head, 100-Count",Kreg,fastener,<a_130>,<a_130><b_243>,<c_197>,<a_224>,<a_224><b_163>
909,"Kreg SML-C250-50 2-1/2-Inch #8 Coarse Washer-Head Pocket Screws, 50 Count",Kreg,fastener,<a_130>,<a_130><b_141>,<c_74>,<a_224>,<a_224><b_172>
910,"Kreg SML-C150B-100 Blue-Kote WR Pocket Screws - 1-1/2-Inch, 100 pack",Kreg,fastener,<a_130>,<a_130><b_200>,<c_122>,<a_224>,<a_224><b_163>
911,"PH 1-14 Test Paper Litmus Strips Tester, Universal Application for Saliva Urine Water Soil Testing, 80pcs",LuckyStone,test_strip,<a_69>,<a_69><b_134>,<c_179>,<a_94>,<a_94><b_166>
912,uxcell AC 600V 10A Red Mushroom Emergency Stop Push Button Switch 22mm NO NC,uxcell,other,<a_196>,<a_196><b_185>,<c_152>,<a_236>,<a_236><b_234>
913,"Housing Bracket for Big blue 10"" and 20"" filter housings",Watts,other,<a_216>,<a_216><b_132>,<c_216>,<a_71>,<a_71><b_65>
914,"The Hillman Group 591518 Small Machine Screws with Nuts Assortment, 195-Pack",Hillman,fastener,<a_6>,<a_6><b_214>,<c_68>,<a_224>,<a_224><b_77>
915,"Large 4"" Angle Welding Magnet Support Jig Holder (4-Pack)",EZ Travel Collection,other,<a_111>,<a_111><b_135>,<c_181>,<a_104>,<a_104><b_5>
916,"Stanley Hardware S756-104 1inch CD997 Corner Brace, Zinc Plated",National Hardware,other,<a_111>,<a_111><b_161>,<c_37>,<a_71>,<a_71><b_164>
917,Reliable Hardware Company RH-5112BO-A 1/2-Inch Wood Screw with Black Oxide and Wax,Reliable Hardware Company,fastener,<a_162>,<a_162><b_29>,<c_142>,<a_224>,<a_224><b_44>
918,"Stanley Hardware S802-221 CD997 Corner Brace in Satin Brass Tone, 4 pack",National Hardware,other,<a_111>,<a_111><b_161>,<c_165>,<a_71>,<a_71><b_164>
919,"Flex Seal Spray Rubber Sealant Coating, 14-oz, Clear",Flex Seal,other,<a_114>,<a_114><b_11>,<c_244>,<a_244>,<a_244><b_1>
920,Oral-B Professional Healthy Clean + Sensitive Gum Care Precision 3000 Rechargeable Electric Toothbrush,Oral-B,other,<a_57>,<a_57><b_74>,<c_7>,<a_197>,<a_197><b_165>
921,BAFX Products&Acirc; - Decibel Meter/Sound Level Reader - W/Battery!,BAFX Products,ventilation_fan,<a_141>,<a_141><b_95>,<c_252>,<a_158>,<a_158><b_165>
922,"Shop Vac 906-87-00 Universal Tool Adapter, Pack of 1",Shop Vac,other,<a_19>,<a_19><b_8>,<c_246>,<a_159>,<a_159><b_233>
923,"#1 Best Quality Wood Screw Assortment Kit, 240 Pieces",Qualihome,fastener,<a_33>,<a_33><b_221>,<c_208>,<a_224>,<a_224><b_63>
924,"Loctite 234796-6 Super Glue Liquid, 10g Longneck Bottles (Case of 6)",Loctite,adhesive_epoxy,<a_128>,<a_128><b_154>,<c_104>,<a_165>,<a_165><b_210>
925,"PAC Strapping SP-P-AMZ Plastic Strapping Kit, 3000' Length x 1/2"" Wide, 300 Plastic Buckles & Tensioner Tool, Black",PAC Strapping Products,other,<a_175>,<a_175><b_169>,<c_119>,<a_68>,<a_68><b_61>
926,"Dap 00272 Original Contact Cement Qt Raw Building Material, Tan",DAP,other,<a_10>,<a_10><b_193>,<c_227>,<a_244>,<a_244><b_112>
927,"HDPE (High Density Polyethylene) Round Rod, Opaque Off-White, Standard Tolerance, ASTM D4976, 3/4"" Diameter, 24"" Length",Small Parts,gauge_meter,<a_185>,<a_185><b_215>,<c_72>,<a_251>,<a_251><b_199>
928,"Seaboard High Density Polyethylene Sheet, Matte Finish, 1/2"" Thick, 12"" Length x 24"" Width, Black",Vycom,other,<a_27>,<a_27><b_1>,<c_107>,<a_79>,<a_79><b_179>
929,Ridgid VF4200 Genuine Replacement 1-Layer Everyday Dirt Wet/Dry Vac Filter for Ridgid 5-20 Gallon Vacuums (2 pack VF4000),Ridgid,other,<a_176>,<a_176><b_252>,<c_188>,<a_109>,<a_109><b_7>
930,"Refrigeration Copper Tubing, 1/8"" x 50'",Cardel Industries,other,<a_165>,<a_165><b_239>,<c_47>,<a_228>,<a_228><b_232>
931,"Rutland 96N-6 Grapho-Glas Rope Gasket Replacement Kit, 1/2-Inch by 7-Feet",Rutland Products,other,<a_45>,<a_45><b_32>,<c_117>,<a_170>,<a_170><b_242>
932,"Westward 5NNT9 Rivet Washer, Alum, Rnd, 1/8 x3/8 In, Pk 500",Westward,other,<a_188>,<a_188><b_213>,<c_219>,<a_17>,<a_17><b_105>
933,"Hillman 290042 Fender Zinc Washer, 1/2-Inch x 2-Inch, 100 Piece",Hillman,other,<a_153>,<a_153><b_8>,<c_104>,<a_224>,<a_224><b_209>
934,Anytime Tools 40' HEAT SHRINK LARGE BLACK TUBING WRAP SLEEVES WIRE,Anytime Tools,other,<a_32>,<a_32><b_113>,<c_133>,<a_228>,<a_228><b_187>
935,Mighty Mag Magnetic Base,RSC,other,<a_149>,<a_149><b_130>,<c_97>,<a_251>,<a_251><b_65>
936,"Paslode 650230 1-1/4-Inch by 16 Gauge 20 Degree Angled Galvanized Finish Nail (2,000 per Box)",Paslode,gauge_meter,<a_136>,<a_136><b_179>,<c_161>,<a_42>,<a_42><b_44>
937,"Covidien 5750 Curity Alcohol Prep, Sterile, Medium, 2-ply (Pack of 200)",COVIDIEN,other,<a_106>,<a_106><b_11>,<c_127>,<a_44>,<a_44><b_98>
938,Cord Grommet 1-1/2 (5 Pack) 11037bk by Bainbridge,Bainbridge,other,<a_223>,<a_223><b_86>,<c_159>,<a_71>,<a_71><b_70>
939,Dophee 10Pcs 240 Grit Flap Sanding Wheel Head Grinding Disc & 3mm Arbor for Rotary Tool,dophee,other,<a_0>,<a_0><b_33>,<c_229>,<a_193>,<a_193><b_47>
940,"New 10 Pieces Tungsten Carbide Rotary Burr SET 1/8'' Shank Fit Dremel Tools for DIY Woodworking, Carving, Engraving, Drilling",Carving Expert,other,<a_78>,<a_78><b_175>,<c_178>,<a_193>,<a_193><b_78>
941,Shop-Vac Corp 3Pk Reuse Dry Filt Disc 90107-19 Wet/Dry Vac Filters & Bags,Shop-Vac,other,<a_154>,<a_154><b_238>,<c_238>,<a_109>,<a_109><b_134>
942,213S3 Karter Scientific 30ml Amber Glass Dropping Bottle With Glass Dropper,Karter Scientific,other,<a_226>,<a_226><b_251>,<c_106>,<a_17>,<a_17><b_78>
943,2 fl oz Amber Glass Bottle with Glass Dropper (Single),GreenHealth,other,<a_112>,<a_112><b_4>,<c_1>,<a_150>,<a_150><b_122>
944,"General Hydroponics PH Test Kit, 1-Ounce",General Hydroponics,test_strip,<a_69>,<a_69><b_171>,<c_50>,<a_94>,<a_94><b_166>
945,Science Purchase INSTANT Single Panel Drug Test Kit - Test For THC (marijuana) - 10 pk,Newmed,other,<a_69>,<a_69><b_16>,<c_34>,<a_94>,<a_94><b_190>
946,"Crest Cavity Protection Toothpaste, 6.4 Ounce (Pack of 6)",Crest,other,<a_15>,<a_15><b_165>,<c_43>,<a_66>,<a_66><b_48>
947,"Bamboo Active Charcoal Toothpaste, Highest quality ingredients, Natural Bamboo Charcoal, Enamel-safe, Achieve professional-level teeth whitening (Mint Flavor)",Gemmaz,other,<a_15>,<a_15><b_53>,<c_220>,<a_66>,<a_66><b_182>
948,Audioengine D1 24-bit Digital-to-Analog Converter,Audioengine,other,<a_141>,<a_141><b_5>,<c_111>,<a_158>,<a_158><b_27>
949,"Supco 90290 General Purpose Fan Relay, 4 A Load Current, 24 V Coil Voltage, Single Pole Single Throw Contacts",Supco,ventilation_fan,<a_217>,<a_217><b_95>,<c_176>,<a_236>,<a_236><b_237>
950,"X-Treme Tape TPE-XZLCLR Silicone Rubber Self Fusing Tape, 1"" x 10', Triangular, Clear",X-Treme Tape,tape,<a_179>,<a_179><b_162>,<c_14>,<a_202>,<a_202><b_198>
951,"Install Bay RVBC 22/18-Gauge Vinyl Connector, Red (100-Bag)",Install Bay,connector_fitting,<a_223>,<a_223><b_227>,<c_164>,<a_67>,<a_67><b_140>
952,Uxcell a14041500ux1277 10Pairs Black Red 13cm JST SM 2Pins Jack Male to F (Pack of 20),uxcell,other,<a_160>,<a_160><b_39>,<c_10>,<a_23>,<a_23><b_60>
953,"Remington Industries 22UL1007STRBLA UL1007 22 AWG Gauge Stranded Hook-Up Wire, 300V, 0.0253"" Diameter, 100' Length, Black",Remington Industries,gauge_meter,<a_254>,<a_254><b_127>,<c_236>,<a_67>,<a_67><b_152>
954,"Remington Industries 22UL1007STRRED UL1007 22 AWG Gauge Stranded Hook-Up Wire, 300V, 0.0253"" Diameter, 100' Length, Red",Remington Industries,gauge_meter,<a_254>,<a_254><b_127>,<c_23>,<a_67>,<a_67><b_152>
955,"Remington Industries 22UL1007STRWHI UL1007 22 AWG Gauge Stranded Hook-Up Wire, 300V, 0.0253"" Diameter, 100' Length, White",Remington Industries,gauge_meter,<a_254>,<a_254><b_127>,<c_20>,<a_67>,<a_67><b_152>
956,Uxcell a13081500ux0353 20 Piece 50-100K Ohm Photoresistor Photo Resistors Light-Dependent Resistance,uxcell,other,<a_30>,<a_30><b_5>,<c_242>,<a_73>,<a_73><b_37>
957,"Remington Industries 22UL1007STRYEL UL1007 22 AWG Gauge Stranded Hook-Up Wire, 300V, 0.0253"" Diameter, 100' Length, Yellow",Remington Industries,gauge_meter,<a_254>,<a_254><b_127>,<c_206>,<a_67>,<a_67><b_152>
958,"Bob Smith Industries BSI-109 Insta-Cure Gap Filling, 8 oz.",Bob Smith Industries,other,<a_158>,<a_158><b_172>,<c_151>,<a_99>,<a_99><b_219>
959,"American Weigh Scales Calibration Weight Kit WGHTKIT, Class M2",American Weigh,other,<a_98>,<a_98><b_211>,<c_252>,<a_229>,<a_229><b_238>
960,"Liberty Oil, the Best 100% Synthetic Oil for Lubricating Your Grandfather Clocks",Liberty Oil,other,<a_215>,<a_215><b_238>,<c_232>,<a_173>,<a_173><b_240>
961,"Fluke TL71 Premium Test Lead Set, Right Angle",Fluke,other,<a_7>,<a_7><b_184>,<c_148>,<a_197>,<a_197><b_99>
962,Yobett Large Plastic 100ml Syringe +120cm (47in) handy plastic tubing,YOBETT,other,<a_38>,<a_38><b_41>,<c_8>,<a_150>,<a_150><b_130>
963,"Yellow Jacket 78060 Complete Test Kit, 0-35"" W.C",Yellow Jacket Ritchie,other,<a_134>,<a_134><b_203>,<c_184>,<a_153>,<a_153><b_115>
964,"Yellow Jacket 41123 1/4 inch Liquid Charge Adapter,",Yellow Jacket,other,<a_46>,<a_46><b_130>,<c_78>,<a_52>,<a_52><b_218>
965,"ZFE 42Pcs Brass Steel Wire Brush Polishing Wheels Full kit for Proxxon Dremel Rotary Tools Do Sanding,Polishing",ZFE,other,<a_17>,<a_17><b_255>,<c_57>,<a_193>,<a_193><b_230>
966,Ridgid WD1450 14-Gallon 6-Horsepower Wet/Dry Vacuum,Ridgid,other,<a_176>,<a_176><b_251>,<c_176>,<a_24>,<a_24><b_11>
967,"Forney 72755 Wire Cup Brush, Coarse Crimped with 5/8-Inch-11 Threaded Arbor, 2-3/4-Inch-by-.014-Inch",Forney,other,<a_17>,<a_17><b_140>,<c_0>,<a_193>,<a_193><b_178>
968,"Forney 72788 Wire Wheel Brush, Coarse Crimped with 5/8-Inch-11 Threaded Arbor, 4-Inch-by-.014-Inch",Forney,other,<a_17>,<a_17><b_211>,<c_211>,<a_193>,<a_193><b_178>
969,DEWALT DW4901 1-Inch Crimped End Wire Brush,DEWALT,other,<a_17>,<a_17><b_110>,<c_215>,<a_193>,<a_193><b_201>
970,Wixey WR25 Mini Digital Height Gauge,Wixey,gauge_meter,<a_181>,<a_181><b_70>,<c_89>,<a_104>,<a_104><b_25>
971,"IIT 82077 36 Grit 3"" Sanding Discs, 25 Pack",IIT,other,<a_0>,<a_0><b_73>,<c_229>,<a_193>,<a_193><b_196>
972,"CRC 03040 Food Grade Silicone Lubricant, (Net Weight: 10 oz) 16oz Aerosol , Clear/White",CRC,other,<a_41>,<a_41><b_238>,<c_140>,<a_173>,<a_173><b_9>
973,"Neiko 20713A Digital Tachometer, Non Contact Laser Photo | 2.5 - 99,999 RPM Accuracy | Batteries Included",Neiko,gauge_meter,<a_181>,<a_181><b_33>,<c_210>,<a_104>,<a_104><b_142>
974,Sportsman Series TOW14 14' Utility Chain,Sportsman Series,other,<a_210>,<a_210><b_245>,<c_164>,<a_87>,<a_87><b_239>
975,"X-Treme Tape TPE-XZLB Silicone Rubber Self Fusing Tape, 1"" x 10', Triangular, Black",X-Treme Tape,tape,<a_179>,<a_179><b_162>,<c_43>,<a_202>,<a_202><b_198>
976,Rectorseal 25631 4-Ounce No. 5 Pipe Thread Sealant,Rectorseal,other,<a_75>,<a_75><b_73>,<c_157>,<a_244>,<a_244><b_151>
977,"Uriah Products UV001970 17-1/2"", Vinyl Battery Carrier Strap",Uriah Products,ventilation_fan,<a_160>,<a_160><b_105>,<c_102>,<a_23>,<a_23><b_84>
978,WD-40 490050 Multi-Use Lubricant Smart Straw Spray 12 OZ (Pack of 1),WD-40,other,<a_34>,<a_34><b_81>,<c_118>,<a_173>,<a_173><b_197>
979,"Anderson Metals Brass Threaded Pipe Fitting, Hex Bushing, 3/4"" Male x 1/2"" Female",Anderson Metals,connector_fitting,<a_242>,<a_242><b_116>,<c_29>,<a_108>,<a_108><b_133>
980,"Anderson Metals Brass Pipe Fitting, Adapter, 1/8"" Male Pipe x 1/8"" Female Pipe",Anderson Metals,connector_fitting,<a_242>,<a_242><b_89>,<c_52>,<a_108>,<a_108><b_3>
981,"3M Flap Disc 566A, T29, 4-1/2"" Diameter, 40 Grit, 5/8""-11 Thread (Pack of 1)",Cubitron,gauge_meter,<a_204>,<a_204><b_73>,<c_80>,<a_17>,<a_17><b_174>
982,"Schaeffer Manufacturing Co. 0190-011S Penetro 90, 13 oz.",Schaeffer Manufacturing Co,other,<a_215>,<a_215><b_178>,<c_123>,<a_173>,<a_173><b_16>
983,"3M(TM) Cubitron(TM) II Flap Disc 967A, T29 Giant (Multiple Sizes and Grit Types)",,other,<a_0>,<a_0><b_6>,<c_136>,<a_193>,<a_193><b_104>
984,"ARM & HAMMER Spinbrush Pro Series Ultra White Toothbrush, Medium 1 ea",Spinbrush,other,<a_66>,<a_66><b_185>,<c_5>,<a_24>,<a_24><b_227>
985,3000 Pentagon Tools Professional Quality Foot Lifter For Drywall And Sheetrock Panels Amazing Mini-Lifter,Pentagon Tools,other,<a_28>,<a_28><b_198>,<c_17>,<a_87>,<a_87><b_70>
986,Stanley 93-301 14-Inch Yellow Panel Carry Handle,Stanley,other,<a_68>,<a_68><b_233>,<c_180>,<a_87>,<a_87><b_161>
987,wall26 Reflective Student Driver Magnetic Car Signs(Set of 3) Safety Caution Sign,wall26,other,<a_188>,<a_188><b_160>,<c_166>,<a_206>,<a_206><b_62>
988,"Lake Charles Manufacturing 201A5 Plastic Test Tubes with Caps, Clear (Pack of 10)",Lake Charles Manufacturing,other,<a_201>,<a_201><b_141>,<c_97>,<a_94>,<a_94><b_61>
989,"Weldon 10167 Aqua Blue 725 Medium-Bodied Wet 'R Dry Pvc Professional Industrial-Grade Cement Extremely Fast-Setting Low-Voc, 1/2 pint, Aqua Blue",Weldon,other,<a_207>,<a_207><b_147>,<c_1>,<a_173>,<a_173><b_181>
990,"Plastic Dropping Bottles, 30ml, 12 pack",MHB,other,<a_226>,<a_226><b_44>,<c_202>,<a_206>,<a_206><b_144>
991,"Pro Gaffer Gaffers Tape, 2 in x 55 yd, Black",Pro Tapes,tape,<a_59>,<a_59><b_58>,<c_14>,<a_202>,<a_202><b_25>
992,"Hillman 122062 Galvanized Solid Wire 9 Gauge, 50 foot coil",Hillman,gauge_meter,<a_186>,<a_186><b_186>,<c_132>,<a_71>,<a_71><b_86>
993,"Avery Shipping Tags, Reinforced Hole, Manila, Pack of 100, 4.75 x 2.375 Inches (11005)",Avery,other,<a_21>,<a_21><b_199>,<c_171>,<a_68>,<a_68><b_105>
994,"Dynarex Tongue Depressor, Senior, 6 Inches, Non-Sterile, 500 Count",Dynarex,other,<a_208>,<a_208><b_195>,<c_225>,<a_52>,<a_52><b_210>
995,"TRM Manufacturing 61025C Weatherall Visqueen Plastic Sheeting, Drop Cloth 10' Wide x 25' Length x 6.0 mil Thickness, Opaque/Translucent",TRM Manufacturing,other,<a_35>,<a_35><b_10>,<c_216>,<a_68>,<a_68><b_39>
996,"1/4"" Closed Cell Backer Rod - 100 ft Roll",C.R. Laurence,other,<a_45>,<a_45><b_27>,<c_245>,<a_244>,<a_244><b_249>
997,"The Hillman Group 4839 1/8 Wire Rope Clip, 10-Pack",The Hillman Group,other,<a_109>,<a_109><b_51>,<c_56>,<a_71>,<a_71><b_46>
998,TEKTON 7609 Telescoping Lighted Inspection Mirror,TEKTON,other,<a_236>,<a_236><b_158>,<c_142>,<a_180>,<a_180><b_116>
999,Curt Manufacturing 28276 Towing Wiring,Curt Manufacturing,other,<a_73>,<a_73><b_1>,<c_87>,<a_87>,<a_87><b_77>
1000,Tow Tuff Adjustable Trailer Dolly with Caster,Tow Tuff,other,<a_52>,<a_52><b_18>,<c_0>,<a_87>,<a_87><b_162>
