idx,item_id,family,title,r720e_target_sid,r720e_pred1_sid,r720e_hit1,r720e_hit3,r720e_hit5,r720e_hit10,r720e_top1_l1,r720e_top10_l1,r720e_top1_l2,r720e_top10_l2,r720e_top1_l3,r720e_top10_l3,r720e_l1,r720e_l1_size,r720e_l1_purity,r720e_l1_top_family,r720e_pred1_item_id,r720e_pred1_title,r720e_pred1_family,r720b_target_sid,r720b_pred1_sid,r720b_hit1,r720b_hit3,r720b_hit5,r720b_hit10,r720b_top1_l1,r720b_top10_l1,r720b_top1_l2,r720b_top10_l2,r720b_top1_l3,r720b_top10_l3,r720b_l1,r720b_l1_size,r720b_l1_purity,r720b_l1_top_family,r720b_pred1_item_id,r720b_pred1_title,r720b_pred1_family,orig_align_target_sid,orig_align_pred1_sid,orig_align_hit1,orig_align_hit3,orig_align_hit5,orig_align_hit10,orig_align_top1_l1,orig_align_top10_l1,orig_align_top1_l2,orig_align_top10_l2,orig_align_top1_l3,orig_align_top10_l3,orig_align_l1,orig_align_l1_size,orig_align_l1_purity,orig_align_l1_top_family,orig_align_pred1_item_id,orig_align_pred1_title,orig_align_pred1_family,orig_strong_target_sid,orig_strong_pred1_sid,orig_strong_hit1,orig_strong_hit3,orig_strong_hit5,orig_strong_hit10,orig_strong_top1_l1,orig_strong_top10_l1,orig_strong_top1_l2,orig_strong_top10_l2,orig_strong_top1_l3,orig_strong_top10_l3,orig_strong_l1,orig_strong_l1_size,orig_strong_l1_purity,orig_strong_l1_top_family,orig_strong_pred1_item_id,orig_strong_pred1_title,orig_strong_pred1_family,v2_target_sid,v2_pred1_sid,v2_hit1,v2_hit3,v2_hit5,v2_hit10,v2_top1_l1,v2_top10_l1,v2_top1_l2,v2_top10_l2,v2_top1_l3,v2_top10_l3
1073,2933,3d_filament,"FlashForge Finder 3D Printers with Cloud, Wi-Fi, USB cable and Flash drive connectivity",<a_244><b_19><c_197>,<a_101><b_91><c_89>,0,0,0,0,0,0,0,0,0,0,<a_244>,14,0.5714285714285714,3d_filament,145,"Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers with a Bag for Electronics Jewelry-Making Repairing",other,<a_200><b_143><c_95>,<a_220><b_59><c_150>,0,0,0,0,0,0,0,0,0,0,<a_200>,16,0.9375,3d_filament,145,"Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers with a Bag for Electronics Jewelry-Making Repairing",other,<a_197><b_170><c_216>,<a_107><b_93><c_0>,0,0,0,0,0,0,0,0,0,0,<a_197>,60,0.7,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_197><b_170><c_216>,<a_107><b_93><c_0>,0,0,0,0,0,0,0,0,0,0,<a_197>,60,0.7,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_104><b_111><c_4>,<a_170><b_21><c_30>,0,0,0,0,0,0,0,0,0,0
1074,7,other,"UltraSource 192033 Hamburger Patty Paper, 5.5"" x 5.5"" (Pack of 1000)",<a_129><b_48><c_0>,<a_54><b_173><c_54>,0,0,0,0,0,0,0,0,0,0,<a_129>,17,0.7058823529411765,other,1089,Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush,other,<a_145><b_36><c_0>,<a_57><b_74><c_78>,0,0,0,0,0,0,0,0,0,0,<a_145>,8,1.0,other,2122,Oral-B Precision Black 7000 Rechargeable Electric Toothbrush 1 Count,other,<a_210><b_231><c_0>,<a_233><b_155><c_63>,0,0,0,0,0,1,0,0,0,0,<a_210>,95,0.8421052631578947,other,739,"Tensive Parker Labs Conductive Adhesive Gel, 50 Gram",3d_filament,<a_210><b_231><c_0>,<a_233><b_155><c_63>,0,0,0,0,0,1,0,0,0,0,<a_210>,95,0.8421052631578947,other,739,"Tensive Parker Labs Conductive Adhesive Gel, 50 Gram",3d_filament,<a_44><b_255><c_0>,<a_61><b_192><c_1>,0,0,0,0,0,0,0,0,0,0
1075,8,other,"UltraSource 192033 Hamburger Patty Paper, 5.5"" x 5.5"" (Pack of 1000)",<a_129><b_48><c_0>,<a_129><b_48><c_0>,1,1,1,1,1,1,1,1,1,1,<a_129>,17,0.7058823529411765,other,7,"UltraSource 192033 Hamburger Patty Paper, 5.5"" x 5.5"" (Pack of 1000)",other,<a_145><b_36><c_0>,<a_145><b_36><c_0>,1,1,1,1,1,1,1,1,1,1,<a_145>,8,1.0,other,7,"UltraSource 192033 Hamburger Patty Paper, 5.5"" x 5.5"" (Pack of 1000)",other,<a_210><b_231><c_0>,<a_210><b_231><c_0>,1,1,1,1,1,1,1,1,1,1,<a_210>,95,0.8421052631578947,other,7,"UltraSource 192033 Hamburger Patty Paper, 5.5"" x 5.5"" (Pack of 1000)",other,<a_210><b_231><c_0>,<a_210><b_231><c_0>,1,1,1,1,1,1,1,1,1,1,<a_210>,95,0.8421052631578947,other,7,"UltraSource 192033 Hamburger Patty Paper, 5.5"" x 5.5"" (Pack of 1000)",other,<a_44><b_255><c_0>,<a_44><b_255><c_0>,1,1,1,1,1,1,1,1,1,1
1076,1830,other,"MedPride Powder-Free Nitrile Exam Gloves, Medium, Box/100",<a_172><b_84><c_19>,<a_160><b_8><c_0>,0,0,0,0,0,0,0,0,0,0,<a_172>,24,1.0,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_146><b_9><c_28>,<a_131><b_6><c_0>,0,0,0,0,0,0,0,0,0,0,<a_146>,23,1.0,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_44><b_218><c_40>,<a_122><b_156><c_152>,0,0,0,0,0,0,0,0,0,0,<a_44>,65,0.9538461538461539,other,213,"Shoreline Marine GOOP, 3.7-Ounce, Clear",other,<a_44><b_218><c_40>,<a_122><b_156><c_152>,0,0,0,0,0,0,0,0,0,0,<a_44>,65,0.9538461538461539,other,213,"Shoreline Marine GOOP, 3.7-Ounce, Clear",other,<a_252><b_220><c_16>,<a_225><b_40><c_107>,0,0,0,0,0,0,0,0,0,0
1077,2738,other,"XTC-3D High Performance 3D Print Coating, 6.4 Oz",<a_168><b_56><c_245>,<a_165><b_239><c_95>,0,0,0,0,0,0,0,0,0,0,<a_168>,67,0.8059701492537313,3d_filament,2979,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,<a_234><b_88><c_231>,<a_120><b_122><c_251>,0,0,0,0,0,0,0,0,0,0,<a_234>,20,0.75,3d_filament,2926,HICTOP 5 Pieces 3D Printer Extruder Hotend 1.75mm Nozzle Throat for Reprap Prusa I3,3d_filament,<a_223><b_201><c_2>,<a_223><b_80><c_84>,0,0,0,0,1,1,0,0,0,0,<a_223>,247,0.9271255060728745,3d_filament,2909,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",3d_filament,<a_223><b_201><c_2>,<a_158><b_72><c_88>,0,0,0,0,0,1,0,0,0,0,<a_223>,247,0.9271255060728745,3d_filament,2979,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,<a_204><b_148><c_185>,<a_211><b_214><c_5>,0,0,0,0,0,0,0,0,0,0
1078,2746,other,"Briggs Precision Kelly Forceps Locking Tweezers Clamp, Silver, Curved, 5-1/2 Inch&nbsp;",<a_157><b_13><c_213>,<a_185><b_143><c_33>,0,0,0,0,0,0,0,0,0,0,<a_157>,13,0.38461538461538464,other,791,Stanley 21-106 8-Inch Mill Bastard File,other,<a_72><b_214><c_196>,<a_199><b_179><c_87>,0,0,0,0,0,0,0,0,0,0,<a_72>,9,0.8888888888888888,other,791,Stanley 21-106 8-Inch Mill Bastard File,other,<a_42><b_41><c_253>,<a_71><b_28><c_190>,0,0,0,0,0,0,0,0,0,0,<a_42>,100,0.48,other,1246,"Keeper (02604 6' x 1"" Lift Sling, 1 Ply",other,<a_42><b_41><c_253>,<a_193><b_64><c_16>,0,0,0,0,0,0,0,0,0,0,<a_42>,100,0.48,other,1042,uxcell Mandrel Mounted White Conical Felt Point Polishing Tool,other,<a_178><b_161><c_52>,<a_88><b_242><c_248>,0,0,0,0,0,0,0,0,0,0
1079,1305,other,"RMP .125 3003 H14 Aluminum Sheet 12"" x 12",<a_108><b_108><c_1>,<a_165><b_74><c_62>,0,0,0,0,0,0,0,0,0,0,<a_108>,15,0.7333333333333333,other,3444,RepRap Champion Metal J-Head V6 Hot End for RepRap 3D Printer 1.75mm Filament Direct Feed Extruder 0.4mm Nozzle,3d_filament,<a_115><b_16><c_98>,<a_9><b_225><c_67>,0,0,0,0,0,0,0,0,0,0,<a_115>,11,0.9090909090909091,other,3097,HICTOP 5 Pcs 100K ohm NTC Thermistors/Temp Sensor for Reprap 3D printer,3d_filament,<a_251><b_111><c_10>,<a_158><b_217><c_2>,0,0,0,0,0,0,0,0,0,0,<a_251>,92,0.6630434782608695,other,3444,RepRap Champion Metal J-Head V6 Hot End for RepRap 3D Printer 1.75mm Filament Direct Feed Extruder 0.4mm Nozzle,3d_filament,<a_251><b_111><c_10>,<a_158><b_79><c_187>,0,0,0,0,0,1,0,0,0,0,<a_251>,92,0.6630434782608695,other,2940,[REPRAPGURU] RAMPS 1.4 Controller Board for RepRap 3D Printer,3d_filament,<a_47><b_118><c_3>,<a_211><b_147><c_178>,0,0,0,0,0,0,0,0,0,0
1080,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_168><b_153><c_10>,<a_165><b_74><c_62>,0,0,0,0,0,0,0,0,0,0,<a_168>,67,0.8059701492537313,3d_filament,3444,RepRap Champion Metal J-Head V6 Hot End for RepRap 3D Printer 1.75mm Filament Direct Feed Extruder 0.4mm Nozzle,3d_filament,<a_58><b_78><c_0>,<a_120><b_122><c_251>,0,0,0,0,0,0,0,0,0,0,<a_58>,105,1.0,3d_filament,2926,HICTOP 5 Pieces 3D Printer Extruder Hotend 1.75mm Nozzle Throat for Reprap Prusa I3,3d_filament,<a_223><b_80><c_84>,<a_251><b_111><c_10>,0,0,0,0,0,1,0,0,0,0,<a_223>,247,0.9271255060728745,3d_filament,1305,"RMP .125 3003 H14 Aluminum Sheet 12"" x 12",other,<a_223><b_80><c_84>,<a_158><b_79><c_187>,0,0,0,0,0,1,0,1,0,0,<a_223>,247,0.9271255060728745,3d_filament,2940,[REPRAPGURU] RAMPS 1.4 Controller Board for RepRap 3D Printer,3d_filament,<a_22><b_122><c_191>,<a_210><b_231><c_166>,0,0,0,0,0,0,0,0,0,0
1081,2738,other,"XTC-3D High Performance 3D Print Coating, 6.4 Oz",<a_168><b_56><c_245>,<a_142><b_66><c_205>,0,0,0,0,0,1,0,0,0,0,<a_168>,67,0.8059701492537313,3d_filament,2544,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",3d_filament,<a_234><b_88><c_231>,<a_71><b_98><c_88>,0,0,0,0,0,0,0,0,0,0,<a_234>,20,0.75,3d_filament,2544,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",3d_filament,<a_223><b_201><c_2>,<a_223><b_86><c_176>,0,0,0,0,1,1,0,0,0,0,<a_223>,247,0.9271255060728745,3d_filament,2544,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",3d_filament,<a_223><b_201><c_2>,<a_223><b_86><c_176>,0,0,0,0,1,1,0,0,0,0,<a_223>,247,0.9271255060728745,3d_filament,2544,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",3d_filament,<a_204><b_148><c_185>,<a_226><b_249><c_42>,0,0,0,0,0,0,0,0,0,0
1082,1554,3d_filament,Inland 1.75mm Peak Green PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_165><b_239><c_244>,<a_165><b_239><c_143>,0,0,0,0,1,1,1,1,0,0,<a_165>,58,0.9655172413793104,3d_filament,2912,Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,<a_237><b_122><c_17>,<a_58><b_172><c_168>,0,0,0,0,0,1,0,1,0,0,<a_237>,83,0.9879518072289156,3d_filament,1850,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",3d_filament,<a_158><b_72><c_243>,<a_158><b_72><c_219>,0,0,0,1,1,1,1,1,0,1,<a_158>,109,0.5596330275229358,3d_filament,2932,Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,<a_158><b_72><c_243>,<a_158><b_72><c_88>,0,0,0,0,1,1,1,1,0,0,<a_158>,109,0.5596330275229358,3d_filament,2979,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,<a_33><b_35><c_171>,<a_33><b_35><c_241>,0,0,0,0,1,1,1,1,0,0
1083,2979,3d_filament,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_165><b_239><c_95>,<a_165><b_239><c_95>,1,1,1,1,1,1,1,1,1,1,<a_165>,58,0.9655172413793104,3d_filament,2979,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,<a_237><b_122><c_170>,<a_237><b_122><c_152>,0,0,0,1,1,1,1,1,0,1,<a_237>,83,0.9879518072289156,3d_filament,2934,Inland 1.75mm Yellow PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,<a_158><b_72><c_88>,<a_158><b_72><c_219>,0,1,1,1,1,1,1,1,0,1,<a_158>,109,0.5596330275229358,3d_filament,2932,Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,<a_158><b_72><c_88>,<a_158><b_72><c_88>,1,1,1,1,1,1,1,1,1,1,<a_158>,109,0.5596330275229358,3d_filament,2979,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,<a_33><b_35><c_241>,<a_33><b_35><c_241>,1,1,1,1,1,1,1,1,1,1
1084,2934,3d_filament,Inland 1.75mm Yellow PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_165><b_239><c_40>,<a_165><b_239><c_95>,0,0,1,1,1,1,1,1,0,1,<a_165>,58,0.9655172413793104,3d_filament,2979,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,<a_237><b_122><c_152>,<a_237><b_122><c_152>,1,1,1,1,1,1,1,1,1,1,<a_237>,83,0.9879518072289156,3d_filament,2934,Inland 1.75mm Yellow PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,<a_158><b_72><c_70>,<a_158><b_72><c_219>,0,1,1,1,1,1,1,1,0,1,<a_158>,109,0.5596330275229358,3d_filament,2932,Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,<a_158><b_72><c_70>,<a_158><b_72><c_88>,0,0,0,1,1,1,1,1,0,1,<a_158>,109,0.5596330275229358,3d_filament,2979,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,<a_33><b_187><c_219>,<a_33><b_35><c_241>,0,0,1,1,1,1,0,1,0,1
1085,3546,3d_filament,Inland 1.75mm Orange PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_165><b_239><c_204>,<a_165><b_239><c_95>,0,0,0,0,1,1,1,1,0,0,<a_165>,58,0.9655172413793104,3d_filament,2979,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,<a_237><b_122><c_232>,<a_237><b_122><c_152>,0,0,0,0,1,1,1,1,0,0,<a_237>,83,0.9879518072289156,3d_filament,2934,Inland 1.75mm Yellow PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,<a_158><b_72><c_76>,<a_158><b_72><c_70>,0,0,0,1,1,1,1,1,0,1,<a_158>,109,0.5596330275229358,3d_filament,2934,Inland 1.75mm Yellow PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,<a_158><b_72><c_76>,<a_158><b_72><c_88>,0,1,1,1,1,1,1,1,0,1,<a_158>,109,0.5596330275229358,3d_filament,2979,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,<a_33><b_35><c_89>,<a_33><b_35><c_241>,0,0,0,0,1,1,1,1,0,0
1086,2474,3d_filament,BIQU MK10 M7 0.4mm Extruder Brass Nozzle Print Head for Makerbot 2 RepRap 1.75mm Filament 3D Printer (Pack of 5pcs),<a_123><b_91><c_147>,<a_165><b_239><c_95>,0,0,0,0,0,0,0,0,0,0,<a_123>,27,0.6666666666666666,3d_filament,2979,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,<a_120><b_92><c_223>,<a_237><b_122><c_152>,0,0,0,0,0,1,0,0,0,0,<a_120>,21,0.5238095238095238,3d_filament,2934,Inland 1.75mm Yellow PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,<a_91><b_29><c_195>,<a_158><b_72><c_219>,0,0,0,0,0,0,0,0,0,0,<a_91>,72,0.7083333333333334,3d_filament,2932,Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,<a_91><b_29><c_195>,<a_158><b_72><c_88>,0,0,0,0,0,0,0,0,0,0,<a_91>,72,0.7083333333333334,3d_filament,2979,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,<a_187><b_249><c_225>,<a_33><b_35><c_241>,0,0,0,0,0,0,0,0,0,0
1087,2075,other,"ETA hand2mind Plastic Rainbow Fraction Tiles, Math Manipulative (Set of 51)",<a_6><b_27><c_20>,<a_107><b_76><c_106>,0,0,0,0,0,0,0,0,0,0,<a_6>,12,0.8333333333333334,other,150,Colgate Cavity Protection Toothpaste with Fluoride - 1 ounce (24 Pack),other,<a_93><b_253><c_208>,<a_113><b_155><c_217>,0,0,0,0,0,0,0,0,0,0,<a_93>,11,1.0,other,2143,"3Doodler Start Emoji & Symbol DoodleBlock Kit with 2 Plastic Packs, (3D Pen not Included)",other,<a_14><b_175><c_144>,<a_66><b_78><c_36>,0,0,0,0,0,0,0,0,0,0,<a_14>,39,0.8974358974358975,other,150,Colgate Cavity Protection Toothpaste with Fluoride - 1 ounce (24 Pack),other,<a_14><b_175><c_144>,<a_66><b_78><c_36>,0,0,0,0,0,0,0,0,0,0,<a_14>,39,0.8974358974358975,other,150,Colgate Cavity Protection Toothpaste with Fluoride - 1 ounce (24 Pack),other,<a_170><b_57><c_43>,<a_30><b_152><c_72>,0,0,0,0,0,0,0,0,0,0
1088,2076,other,"ETA hand2mind 42188 Rainbow Fraction and Decimal Tiles, Plastic (Set of 51)",<a_6><b_27><c_33>,<a_107><b_76><c_106>,0,0,0,0,0,0,0,0,0,0,<a_6>,12,0.8333333333333334,other,150,Colgate Cavity Protection Toothpaste with Fluoride - 1 ounce (24 Pack),other,<a_93><b_246><c_182>,<a_235><b_227><c_207>,0,0,0,0,0,0,0,0,0,0,<a_93>,11,1.0,other,2164,"Rubbermaid Commercial Maximizer Mop Head, Blend, Medium, Blue (1924783)",other,<a_14><b_175><c_121>,<a_66><b_78><c_36>,0,0,0,0,0,0,0,0,0,0,<a_14>,39,0.8974358974358975,other,150,Colgate Cavity Protection Toothpaste with Fluoride - 1 ounce (24 Pack),other,<a_14><b_175><c_121>,<a_66><b_78><c_36>,0,0,0,0,0,0,0,0,0,0,<a_14>,39,0.8974358974358975,other,150,Colgate Cavity Protection Toothpaste with Fluoride - 1 ounce (24 Pack),other,<a_170><b_57><c_31>,<a_30><b_152><c_72>,0,0,0,0,0,0,0,0,0,0
1089,1513,ventilation_fan,Thermal Grizzly Conductonaut Thermal Grease Paste - 1.0 Gram,<a_114><b_181><c_88>,<a_123><b_54><c_63>,0,0,0,0,0,0,0,0,0,0,<a_114>,10,0.5,other,2157,"eSUN 3D 1.75mm PETG Blue Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Semi-Transparent Blue",3d_filament,<a_222><b_138><c_133>,<a_71><b_88><c_83>,0,0,0,0,0,0,0,0,0,0,<a_222>,14,0.5714285714285714,other,3098,"SainSmart PETG-1KG1.75 PETG 3D Printers Filament, 1 kg/2.2 lb.",3d_filament,<a_79><b_232><c_126>,<a_223><b_86><c_176>,0,0,0,0,0,0,0,0,0,0,<a_79>,60,0.5166666666666667,other,2544,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",3d_filament,<a_79><b_232><c_126>,<a_158><b_245><c_180>,0,0,0,0,0,0,0,0,0,0,<a_79>,60,0.5166666666666667,other,1206,"eSUN 1.75mm Black PLA PRO (PLA+) 3D Printer Filament 1KG Spool (2.2lbs), Black",3d_filament,<a_229><b_133><c_50>,<a_226><b_148><c_116>,0,0,0,0,0,0,0,0,0,0
1090,3215,3d_filament,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Copper",<a_142><b_5><c_187>,<a_140><b_44><c_246>,0,0,0,0,0,0,0,0,0,0,<a_142>,77,0.987012987012987,3d_filament,1835,"Karter Scientific 214T2, 3.3 Boro, Griffin Low Form, Glass Beaker Set - 3 Sizes - 50ml, 100ml, 250ml",other,<a_58><b_115><c_73>,<a_50><b_235><c_31>,0,0,0,0,0,0,0,0,0,0,<a_58>,105,1.0,3d_filament,338,"Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black",gauge_meter,<a_223><b_198><c_2>,<a_165><b_59><c_69>,0,0,0,0,0,0,0,0,0,0,<a_223>,247,0.9271255060728745,3d_filament,675,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.,adhesive_epoxy,<a_223><b_198><c_2>,<a_17><b_204><c_8>,0,0,0,0,0,0,0,0,0,0,<a_223>,247,0.9271255060728745,3d_filament,240,Plant Therapy 2 ml (5/8 dram) Amber Glass Essential Oil Bottle with Orifice Reducer and cap- 12 pack,other,<a_112><b_39><c_94>,<a_50><b_92><c_5>,0,0,0,0,0,0,0,0,0,0
1091,1521,gauge_meter,"Aluminum Crimping Loop Sleeve for 1/8"" Diameter Wire Rope and Cable, (Pack of 100)",<a_88><b_177><c_68>,<a_160><b_8><c_0>,0,0,0,0,0,0,0,0,0,0,<a_88>,19,0.6842105263157895,connector_fitting,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_186><b_250><c_169>,<a_131><b_6><c_0>,0,0,0,0,0,0,0,0,0,0,<a_186>,24,0.5833333333333334,connector_fitting,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_67><b_249><c_16>,<a_107><b_93><c_0>,0,0,0,0,0,1,0,0,0,0,<a_67>,119,0.7899159663865546,connector_fitting,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_67><b_249><c_16>,<a_107><b_93><c_0>,0,0,0,0,0,0,0,0,0,0,<a_67>,119,0.7899159663865546,connector_fitting,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_248><b_9><c_28>,<a_154><b_37><c_0>,0,0,0,0,0,0,0,0,0,0
1092,809,gauge_meter,"Loos Cableware AN100-C4 Stainless Steel Thimble for 3/32"" and 1/8"" Diameter Wire Rope (10 Piece)",<a_233><b_202><c_44>,<a_88><b_177><c_68>,0,0,0,1,0,1,0,1,0,1,<a_233>,17,0.6470588235294118,connector_fitting,1521,"Aluminum Crimping Loop Sleeve for 1/8"" Diameter Wire Rope and Cable, (Pack of 100)",gauge_meter,<a_172><b_91><c_68>,<a_186><b_250><c_169>,0,1,1,1,0,1,0,1,0,1,<a_172>,14,0.6428571428571429,other,1521,"Aluminum Crimping Loop Sleeve for 1/8"" Diameter Wire Rope and Cable, (Pack of 100)",gauge_meter,<a_67><b_108><c_20>,<a_67><b_249><c_16>,0,0,1,1,1,1,0,1,0,1,<a_67>,119,0.7899159663865546,connector_fitting,1521,"Aluminum Crimping Loop Sleeve for 1/8"" Diameter Wire Rope and Cable, (Pack of 100)",gauge_meter,<a_67><b_108><c_20>,<a_67><b_249><c_16>,0,0,0,0,1,1,0,0,0,0,<a_67>,119,0.7899159663865546,connector_fitting,1521,"Aluminum Crimping Loop Sleeve for 1/8"" Diameter Wire Rope and Cable, (Pack of 100)",gauge_meter,<a_248><b_158><c_40>,<a_248><b_9><c_28>,0,0,1,1,1,1,0,1,0,1
1093,1008,other,"3M Virtua CCS Protective Eyewear 11872-00000-20, Foam Gasket, Anti Fog Lens, Clear",<a_145><b_187><c_192>,<a_67><b_2><c_185>,0,0,0,0,0,0,0,0,0,0,<a_145>,19,0.8947368421052632,other,453,Bob Smith Industries BSI-201 Quik-Cure Epoxy (4.5 oz. Combined),adhesive_epoxy,<a_35><b_199><c_130>,<a_67><b_203><c_31>,0,0,0,0,0,0,0,0,0,0,<a_35>,13,0.6153846153846154,other,862,"Watts SVGE10 Pre-Cut 3/8-Inch Diameter by 1/4-Inch Clear Vinyl Tubing, 10-Foot Length",gauge_meter,<a_180><b_11><c_69>,<a_228><b_0><c_14>,0,0,0,0,0,0,0,0,0,0,<a_180>,81,0.8518518518518519,other,862,"Watts SVGE10 Pre-Cut 3/8-Inch Diameter by 1/4-Inch Clear Vinyl Tubing, 10-Foot Length",gauge_meter,<a_180><b_11><c_69>,<a_228><b_0><c_14>,0,0,0,0,0,0,0,0,0,0,<a_180>,81,0.8518518518518519,other,862,"Watts SVGE10 Pre-Cut 3/8-Inch Diameter by 1/4-Inch Clear Vinyl Tubing, 10-Foot Length",gauge_meter,<a_93><b_56><c_164>,<a_248><b_109><c_145>,0,0,0,0,0,0,0,0,0,0
1094,2070,other,"CLR Pro CL-4Pro Calcium, Lime and Rust Remover, 1 Gallon Bottle",<a_31><b_124><c_144>,<a_99><b_131><c_66>,0,0,0,0,0,0,0,0,0,0,<a_31>,18,0.5555555555555556,other,119,"Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)",other,<a_15><b_53><c_176>,<a_214><b_21><c_46>,0,0,0,0,0,0,0,0,0,0,<a_15>,20,0.95,other,119,"Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)",other,<a_66><b_16><c_196>,<a_210><b_156><c_39>,0,0,0,0,0,0,0,0,0,0,<a_66>,40,0.975,other,119,"Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)",other,<a_66><b_16><c_196>,<a_210><b_156><c_39>,0,0,0,0,0,0,0,0,0,0,<a_66>,40,0.975,other,119,"Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)",other,<a_153><b_252><c_238>,<a_172><b_87><c_190>,0,1,1,1,0,1,0,1,0,1
