idx,item_id,family,title,brand,r720e_l1_rank,r720e_l12_rank,r720e_exact_rank,r720e_stage10,r720e_stage50,r720e_exact_rank_bucket,r720e_hit1,r720e_hit3,r720e_hit5,r720e_hit10,r720e_hit20,r720e_hit50,r720e_l1_in_top10,r720e_l12_in_top10,r720e_l1_in_top50,r720e_l12_in_top50,r720e_pred1_item_id,r720e_pred1_family,r720e_pred1_title,r720e_l1,r720e_l1_size,r720e_l1_purity,r720e_l1_top_family,r720b_l1_rank,r720b_l12_rank,r720b_exact_rank,r720b_stage10,r720b_stage50,r720b_exact_rank_bucket,r720b_hit1,r720b_hit3,r720b_hit5,r720b_hit10,r720b_hit20,r720b_hit50,r720b_l1_in_top10,r720b_l12_in_top10,r720b_l1_in_top50,r720b_l12_in_top50,r720b_pred1_item_id,r720b_pred1_family,r720b_pred1_title,r720b_l1,r720b_l1_size,r720b_l1_purity,r720b_l1_top_family,orig_align_l1_rank,orig_align_l12_rank,orig_align_exact_rank,orig_align_stage10,orig_align_stage50,orig_align_exact_rank_bucket,orig_align_hit1,orig_align_hit3,orig_align_hit5,orig_align_hit10,orig_align_hit20,orig_align_hit50,orig_align_l1_in_top10,orig_align_l12_in_top10,orig_align_l1_in_top50,orig_align_l12_in_top50,orig_align_pred1_item_id,orig_align_pred1_family,orig_align_pred1_title,orig_align_l1,orig_align_l1_size,orig_align_l1_purity,orig_align_l1_top_family,orig_strong_l1_rank,orig_strong_l12_rank,orig_strong_exact_rank,orig_strong_stage10,orig_strong_stage50,orig_strong_exact_rank_bucket,orig_strong_hit1,orig_strong_hit3,orig_strong_hit5,orig_strong_hit10,orig_strong_hit20,orig_strong_hit50,orig_strong_l1_in_top10,orig_strong_l12_in_top10,orig_strong_l1_in_top50,orig_strong_l12_in_top50,orig_strong_pred1_item_id,orig_strong_pred1_family,orig_strong_pred1_title,orig_strong_l1,orig_strong_l1_size,orig_strong_l1_purity,orig_strong_l1_top_family,v2_l1_rank,v2_l12_rank,v2_exact_rank,v2_stage10,v2_stage50,v2_exact_rank_bucket,v2_hit1,v2_hit3,v2_hit5,v2_hit10,v2_hit20,v2_hit50,v2_l1_in_top10,v2_l12_in_top10,v2_l1_in_top50,v2_l12_in_top50
2693,2383,other,Inkbird All-Purpose Digital Temperature Controller Fahrenheit &Centigrade Thermostat w Sensor 2 Relays ITC-1000,Inkbird,21,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,459,other,"50 Pack - 4.5""x.040""x7/8"" Quality Thin Cut Off Wheels Metal & Stainless Steel",<a_225>,22,0.5,gauge_meter,1,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_131>,15,0.6,other,5,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,1562,gauge_meter,"Uxcell a13041000ux0023 Metal 6 mm Knurled Shaft Insert Dia. Potentiometer Control Knobs, 10 Piece, Black",<a_107>,66,0.5757575757575758,gauge_meter,1,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,2321,other,"HM Digital C342 TDS and EC Calibration Solution, 342 ppm (NaCl), 90 ml Volume",<a_107>,66,0.5757575757575758,gauge_meter,11,11,49,L1_missing_top10,exact_in_top50,rank21_50,0,0,0,0,0,1,0,0,1,1
2694,1729,other,"Smith-Cooper International CV30L Series Brass Check Valve, Potable Water Service, 1"" NPT Female",Smith-Cooper International,42,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,769,gauge_meter,Nubee Temperature Gun Non-contact Digital Laser Infrared IR Thermometer,<a_86>,24,0.875,other,40,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_51>,24,0.9583333333333334,other,19,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,1703,3d_filament,"Inkbird ITC-1000 Dual Stage Digital Temperature Controller Fahrenheit  Celsius Thermostat with Sensor for 3D Printer,Freezer,Fridge,Hatching ect (110 Volt)",<a_108>,143,0.6083916083916084,connector_fitting,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,1703,3d_filament,"Inkbird ITC-1000 Dual Stage Digital Temperature Controller Fahrenheit  Celsius Thermostat with Sensor for 3D Printer,Freezer,Fridge,Hatching ect (110 Volt)",<a_108>,143,0.6083916083916084,connector_fitting,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
2695,1891,ventilation_fan,"Gardner Bender Available DS-110N 1-Pound Duct Seal Compound, Gray Green",Gardner Bender,8,48,9999,L1_present_L2_missing_top10,L12_present_leaf_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,1,3296,other,"Polyolefin 2:1 Heat Shrink Tubing 1/16, 1/8, 3/16, 1/4, 3/8, 1/2 , 3/4, 1 Inch",<a_173>,24,0.4583333333333333,tape,9,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,3296,other,"Polyolefin 2:1 Heat Shrink Tubing 1/16, 1/8, 3/16, 1/4, 3/8, 1/2 , 3/4, 1 Inch",<a_249>,19,0.3157894736842105,tape,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,283,other,Nitrile Exam Glove (non-latex) PF Medium Blue 100/BX,<a_170>,25,0.68,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,283,other,Nitrile Exam Glove (non-latex) PF Medium Blue 100/BX,<a_170>,25,0.68,other,47,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0
2696,3024,ventilation_fan,"Gardner Bender DS-110N Duct Seal, 1 lb. Pug",Gardner Bender,1,2,9999,L12_present_leaf_missing_top10,L12_present_leaf_missing_top50,missing_top50,0,0,0,0,0,0,1,1,1,1,23,tape,"Gardner Bender 07315001126 LTB-400 Liquid Electrical Tape, Easy-on, Waterproof, Indoor/Outdoor Use, 4 Oz. Jar, Black, Bottle",<a_173>,24,0.4583333333333333,tape,3,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,3296,other,"Polyolefin 2:1 Heat Shrink Tubing 1/16, 1/8, 3/16, 1/4, 3/8, 1/2 , 3/4, 1 Inch",<a_249>,19,0.3157894736842105,tape,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,283,other,Nitrile Exam Glove (non-latex) PF Medium Blue 100/BX,<a_170>,25,0.68,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,283,other,Nitrile Exam Glove (non-latex) PF Medium Blue 100/BX,<a_170>,25,0.68,other,36,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0
2697,2036,other,"3mm and 5mm LED Lights Emitting Diodes Assortment Set Kit for Arduino Bright White Red Blue Green Yellow, 300-Pack",CO RODE,2,30,30,L1_present_L2_missing_top10,exact_in_top50,rank21_50,0,0,0,0,0,1,1,0,1,1,145,other,"Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers with a Bag for Electronics Jewelry-Making Repairing",<a_170>,20,0.95,other,6,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,145,other,"Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers with a Bag for Electronics Jewelry-Making Repairing",<a_30>,30,0.9333333333333333,other,12,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,148,other,"Plastic Transfer Pipettes 3ml, Graduated, Pack of 100",<a_73>,114,0.7105263157894737,other,5,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,148,other,"Plastic Transfer Pipettes 3ml, Graduated, Pack of 100",<a_73>,114,0.7105263157894737,other,2,11,11,L1_present_L2_missing_top10,exact_in_top50,rank11_20,0,0,0,0,1,1,1,0,1,1
2698,3255,other,"American Educational 7-880500-A Filtering Flask, Bomex Brand Clear Borosilicate Glass, 500mL Capacity",American Educational Products,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,148,other,"Plastic Transfer Pipettes 3ml, Graduated, Pack of 100",<a_59>,8,1.0,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_86>,21,0.9523809523809523,other,29,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,2947,other,"Premium Vials B37-12AM Boston Round Glass Bottle with Dropper, 2 oz Capacity, Amber (Pack of 12)",<a_94>,111,0.8468468468468469,other,9,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,501,other,"Dry-Packs Silica Gel Desiccant, 40gm",<a_94>,111,0.8468468468468469,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
2699,2697,3d_filament,"3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,45,adhesive_epoxy,"Permatex 80050 Clear RTV Silicone Adhesive Sealant, 3 oz",<a_168>,67,0.8059701492537313,3d_filament,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_58>,105,1.0,3d_filament,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,919,other,"Flex Seal Spray Rubber Sealant Coating, 14-oz, Clear",<a_223>,247,0.9271255060728745,3d_filament,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,919,other,"Flex Seal Spray Rubber Sealant Coating, 14-oz, Clear",<a_223>,247,0.9271255060728745,3d_filament,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
2700,3522,3d_filament,"3D Solutech Real Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - ST176BLPLA",3D,1,1,3,exact_in_top10,exact_in_top50,rank2_3,0,1,1,1,1,1,1,1,1,1,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_168>,67,0.8059701492537313,3d_filament,1,1,12,L12_present_leaf_missing_top10,exact_in_top50,rank11_20,0,0,0,0,1,1,1,1,1,1,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_58>,105,1.0,3d_filament,1,1,7,exact_in_top10,exact_in_top50,rank6_10,0,0,0,1,1,1,1,1,1,1,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_223>,247,0.9271255060728745,3d_filament,1,1,14,L12_present_leaf_missing_top10,exact_in_top50,rank11_20,0,0,0,0,1,1,1,1,1,1,3112,3d_filament,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK",<a_223>,247,0.9271255060728745,3d_filament,1,3,7,exact_in_top10,exact_in_top50,rank6_10,0,0,0,1,1,1,1,1,1,1
2701,3494,3d_filament,"3D Solutech Real Yellow 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,1,1,11,L12_present_leaf_missing_top10,exact_in_top50,rank11_20,0,0,0,0,1,1,1,1,1,1,3453,3d_filament,"3D Solutech Real Gold 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_168>,67,0.8059701492537313,3d_filament,1,8,9999,L12_present_leaf_missing_top10,L12_present_leaf_missing_top50,missing_top50,0,0,0,0,0,0,1,1,1,1,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_58>,105,1.0,3d_filament,1,1,13,L12_present_leaf_missing_top10,exact_in_top50,rank11_20,0,0,0,0,1,1,1,1,1,1,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_223>,247,0.9271255060728745,3d_filament,1,1,3,exact_in_top10,exact_in_top50,rank2_3,0,1,1,1,1,1,1,1,1,1,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_223>,247,0.9271255060728745,3d_filament,2,2,9,exact_in_top10,exact_in_top50,rank6_10,0,0,0,1,1,1,1,1,1,1
2702,1301,other,"BOSTITCH S10D-FH 28 Degree 3-Inch by .120-Inch Wire Weld Framing Nails (2,000 per Box)",BOSTITCH,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,3453,3d_filament,"3D Solutech Real Gold 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_85>,38,0.868421052631579,gauge_meter,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_136>,36,0.9166666666666666,gauge_meter,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_42>,100,0.48,other,47,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,2659,3d_filament,"3D Solutech Apple Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_42>,100,0.48,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
2703,2505,other,"100 3/8"" Inch Chrome Steel Bearing Balls G25",BC Precision,11,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,2697,3d_filament,"3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_44>,26,0.8461538461538461,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2475,other,"Gizmo Dorks 3D Print Removal Tool, 5-inch Blade",<a_185>,38,0.5526315789473685,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_71>,118,0.8305084745762712,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2659,3d_filament,"3D Solutech Apple Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_71>,118,0.8305084745762712,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
2704,2932,3d_filament,Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs),Inland,2,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,1847,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",<a_165>,58,0.9655172413793104,3d_filament,2,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,1850,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",<a_237>,83,0.9879518072289156,3d_filament,2,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,3484,tape,"1 Mil Kapton Tape (Polyimide) - 1/2"" X 36 Yds",<a_158>,109,0.5596330275229358,3d_filament,1,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,2927,3d_filament,Barbariol 3 PCS NTC3950 Thermistors for RepRap 3D Printer Extruder or Heated Bed pre-wired with Teflon Insulated Wiring,<a_158>,109,0.5596330275229358,3d_filament,13,18,9999,L1_missing_top10,L12_present_leaf_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,1
2705,821,other,"Apera Instruments AI209 PH20 Value Waterproof pH Pocket Tester, &plusmn;0.1 pH Accuracy, 0-14.0 pH Range, Complete Kit","Apera Instruments, LLC",9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2164,other,"Rubbermaid Commercial Maximizer Mop Head, Blend, Medium, Blue (1924783)",<a_196>,25,0.72,gauge_meter,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2164,other,"Rubbermaid Commercial Maximizer Mop Head, Blend, Medium, Blue (1924783)",<a_25>,16,0.5625,gauge_meter,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2172,other,Star brite Outdoor Furniture Cleaner (51932) All-Surface Cleaner Spray - 32 oz,<a_107>,66,0.5757575757575758,gauge_meter,22,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,2172,other,Star brite Outdoor Furniture Cleaner (51932) All-Surface Cleaner Spray - 32 oz,<a_107>,66,0.5757575757575758,gauge_meter,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
2706,1184,other,"Keeper Foot x 2 Inch 02612 6' x 2"" Lift Sling",Keeper,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,338,gauge_meter,"Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black",<a_74>,21,0.9523809523809523,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,914,fastener,"The Hillman Group 591518 Small Machine Screws with Nuts Assortment, 195-Pack",<a_210>,18,0.9444444444444444,other,35,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,914,fastener,"The Hillman Group 591518 Small Machine Screws with Nuts Assortment, 195-Pack",<a_71>,118,0.8305084745762712,other,21,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,914,fastener,"The Hillman Group 591518 Small Machine Screws with Nuts Assortment, 195-Pack",<a_71>,118,0.8305084745762712,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
2707,2458,fastener,"3M Dual Lock Reclosable Fastener SJ3560 250 Clear, 1/2 in x 6 Ft by 3M",Ocimocylo,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2956,other,DBPOWER 2 MP 15M Tube USB Waterproof Hd 6-led Borescope Endoscope Inspection Camera(Silver Head),<a_41>,15,0.5333333333333333,fastener,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,338,gauge_meter,"Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black",<a_175>,12,0.6666666666666666,fastener,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,634,gauge_meter,"See All ICU7 Personal Safety and Security Clip-On Convex Security Mirror, 7"" Diameter (Pack of 1)",<a_68>,67,0.5074626865671642,other,5,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,3166,tape,Fouring BL Car Wide Angle Rear View Multi Blind Spot Mirror 3M VHB Tape,<a_68>,67,0.5074626865671642,other,21,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0
2708,2442,tape,"XFasten Reflective Tape, Red & White, 2 Inches by 5 Yards",XFasten,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2956,other,DBPOWER 2 MP 15M Tube USB Waterproof Hd 6-led Borescope Endoscope Inspection Camera(Silver Head),<a_71>,15,0.5333333333333333,tape,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,338,gauge_meter,"Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black",<a_60>,9,0.8888888888888888,other,7,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,634,gauge_meter,"See All ICU7 Personal Safety and Security Clip-On Convex Security Mirror, 7"" Diameter (Pack of 1)",<a_206>,60,0.5666666666666667,other,11,45,9999,L1_missing_top10,L12_present_leaf_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,1,3166,tape,Fouring BL Car Wide Angle Rear View Multi Blind Spot Mirror 3M VHB Tape,<a_206>,60,0.5666666666666667,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
2709,130,tape,"Gorilla Tape, Black Duct Tape, 1.88"" x 35 yd, Black, (Pack of 1)",Gorilla,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,1248,other,"T-fal C51407 Excite Nonstick Thermo-Spot Dishwasher Safe Oven Safe PFOA Free Fry Pan Cookware, 12-Inch, Red",<a_122>,26,1.0,tape,18,49,49,L1_missing_top10,exact_in_top50,rank21_50,0,0,0,0,0,1,0,0,1,1,367,adhesive_epoxy,J-B Weld 31314 Red High Temperature RTV Silicone Gasket Maker and Sealant - 3 oz.,<a_59>,22,0.9090909090909091,tape,6,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,1249,other,"T-fal C51402 Excite Nonstick Thermo-Spot Dishwasher Safe Oven Safe PFOA Free Fry Pan Cookware, 8-Inch, Red",<a_202>,117,0.9829059829059829,tape,9,20,20,L1_present_L2_missing_top10,exact_in_top50,rank11_20,0,0,0,0,1,1,1,0,1,1,1249,other,"T-fal C51402 Excite Nonstick Thermo-Spot Dishwasher Safe Oven Safe PFOA Free Fry Pan Cookware, 8-Inch, Red",<a_202>,117,0.9829059829059829,tape,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
2710,2990,other,"Wiha 27920 Precision Chip Lifter, ESD Safe, 1 x 3.5mm",Wiha,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,861,other,"SCIGRIP 16 10315 Acrylic Cement, Low-VOC, Medium bodied, 5 Ounce Tube, Clear",<a_100>,14,0.8571428571428571,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,860,other,"Oatey 30203 Dark Cutting Oil, Speed Threading, 16-Ounce",<a_190>,14,0.5714285714285714,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,57,adhesive_epoxy,"Gorilla 2 Part Epoxy, 5 Minute Set, .85 ounce Syringe, Clear",<a_159>,52,0.6346153846153846,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,860,other,"Oatey 30203 Dark Cutting Oil, Speed Threading, 16-Ounce",<a_159>,52,0.6346153846153846,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
2711,3167,other,"Pratt PRA0008 100% Recycled Corrugated Cardboard Box, 6"" Length x 6"" Width x 4"" Height, Kraft pack of 25",Pratt,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2157,3d_filament,"eSUN 3D 1.75mm PETG Blue Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Semi-Transparent Blue",<a_6>,12,0.8333333333333334,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2926,3d_filament,HICTOP 5 Pieces 3D Printer Extruder Hotend 1.75mm Nozzle Throat for Reprap Prusa I3,<a_150>,9,1.0,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,1848,3d_filament,Kamo 5PCS 3D Printer 0.4mm Extruder Brass Nozzle Print Head for MK8 1.75mm ABS PLA Printer,<a_210>,95,0.8421052631578947,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2979,3d_filament,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_210>,95,0.8421052631578947,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
