case_type,baseline,idx,family,item_id,target_title,target_sid_r693a,r693a_rank,v2_on_p05_rank,r693a_failure_type,r693a_top1_history_repeat,r693a_top10_repeat_count,r693a_top5_predictions,v2_on_p05_top5_predictions,r680a_rank,r680a_top5_predictions
lost_vs_r680a,r680a,974,3d_filament,2734,Inland 1.75mm White PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_220><b_114><c_53>,15.0,,leaf_or_ranking_miss_after_l2_hit,1,1,"<a_178><b_150><c_117> :: ids=[2544] :: fam=3d_filament :: SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm
<a_178><b_150><c_186> :: ids=[2714] :: fam=3d_filament :: NinjaFlex TPU 3D Printing Filament - 1.75mm .50kg - SAPPHIRE
<a_220><b_114><c_145> :: ids=[2932] :: fam=3d_filament :: Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_178><b_166><c_183> :: ids=[2477] :: fam=3d_filament :: BAMtack! 1.75mm Black PLA 3D Printer Filament - 1kg (2.2 lbs) - Dimensional Accuracy +/- 0.03mm
<a_178><b_230><c_5> :: ids=[3016] :: fam=3d_filament :: HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03mm, 1.75 mm, 1 kg Spool, Wood",,10.0,"<a_37><b_2><c_79> :: ids=[2544] :: fam=3d_filament :: SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm
<a_14><b_202><c_139> :: ids=[2932] :: fam=3d_filament :: Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_24><b_149><c_2> :: ids=[3112] :: fam=3d_filament :: 3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK
<a_14><b_202><c_2> :: ids=[2485] :: fam=3d_filament :: Inland 1.75mm Gold PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_14><b_202><c_60> :: ids=[2718] :: fam=3d_filament :: Inland 1.75mm Pink PLA 3D Printer Filament - 1kg Spool (2.2 lbs)"
lost_vs_r680a,r680a,975,3d_filament,2979,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_220><b_114><c_224>,37.0,,leaf_or_ranking_miss_after_l2_hit,1,2,"<a_178><b_150><c_117> :: ids=[2544] :: fam=3d_filament :: SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm
<a_178><b_150><c_186> :: ids=[2714] :: fam=3d_filament :: NinjaFlex TPU 3D Printing Filament - 1.75mm .50kg - SAPPHIRE
<a_220><b_114><c_145> :: ids=[2932] :: fam=3d_filament :: Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_212><b_17><c_91> :: ids=[2926] :: fam=3d_filament :: HICTOP 5 Pieces 3D Printer Extruder Hotend 1.75mm Nozzle Throat for Reprap Prusa I3
<a_178><b_166><c_183> :: ids=[2477] :: fam=3d_filament :: BAMtack! 1.75mm Black PLA 3D Printer Filament - 1kg (2.2 lbs) - Dimensional Accuracy +/- 0.03mm",,4.0,"<a_14><b_202><c_2> :: ids=[2485] :: fam=3d_filament :: Inland 1.75mm Gold PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_14><b_202><c_139> :: ids=[2932] :: fam=3d_filament :: Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_14><b_202><c_60> :: ids=[2718] :: fam=3d_filament :: Inland 1.75mm Pink PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_14><b_202><c_86> :: ids=[2979] :: fam=3d_filament :: Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_37><b_2><c_79> :: ids=[2544] :: fam=3d_filament :: SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm"
lost_vs_r680a,r680a,1035,3d_filament,2721,"3D Solutech Navy Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_77><b_180><c_32>,38.0,,l2_routing_miss_after_l1_hit,1,3,"<a_178><b_14><c_6> :: ids=[2909, 3494] :: fam=3d_filament :: 3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS / 3D Solutech Real Yellow 3D Pr
<a_77><b_48><c_99> :: ids=[3613] :: fam=3d_filament :: iXCC Basic Series PLA 3D Printer Filament 1.75mm Diameter (Dimensional Accuracy +/- 0.05mm) - 1kg Spool (Approximately 2.2 lbs) [Red]
<a_178><b_14><c_107> :: ids=[2161] :: fam=3d_filament :: 3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_178><b_14><c_94> :: ids=[3112] :: fam=3d_filament :: 3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK
<a_178><b_14><c_135> :: ids=[2993] :: fam=3d_filament :: 3D Solutech Blue 3D Printer Ultra PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",,4.0,"<a_24><b_149><c_2> :: ids=[3112] :: fam=3d_filament :: 3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK
<a_67><b_247><c_199> :: ids=[162] :: fam=3d_filament :: USAFilament 9800429 ABS 3D Printing Filament, 2.2 lb, 1.75 mm, White Spool
<a_24><b_149><c_24> :: ids=[2909] :: fam=3d_filament :: 3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS
<a_14><b_28><c_133> :: ids=[2721] :: fam=3d_filament :: 3D Solutech Navy Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_37><b_2><c_79> :: ids=[2544] :: fam=3d_filament :: SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm"
lost_vs_r680a,r680a,1082,3d_filament,1554,Inland 1.75mm Peak Green PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_220><b_114><c_24>,,,leaf_or_ranking_miss_after_l2_hit,0,0,"<a_220><b_114><c_145> :: ids=[2932] :: fam=3d_filament :: Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_220><b_114><c_53> :: ids=[2734] :: fam=3d_filament :: Inland 1.75mm White PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_220><b_114><c_96> :: ids=[3114] :: fam=3d_filament :: Inland 1.75mm Purple PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_220><b_114><c_156> :: ids=[2934] :: fam=3d_filament :: Inland 1.75mm Yellow PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_220><b_114><c_85> :: ids=[1553] :: fam=3d_filament :: Inland 1.75mm Red PLA 3D Printer Filament - 1kg Spool (2.2 lbs)",,10.0,"<a_14><b_202><c_139> :: ids=[2932] :: fam=3d_filament :: Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_14><b_202><c_86> :: ids=[2979] :: fam=3d_filament :: Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_14><b_202><c_60> :: ids=[2718] :: fam=3d_filament :: Inland 1.75mm Pink PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_14><b_202><c_2> :: ids=[2485] :: fam=3d_filament :: Inland 1.75mm Gold PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_14><b_202><c_211> :: ids=[2912] :: fam=3d_filament :: Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs)"
lost_vs_r680a,r680a,1083,3d_filament,2979,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_220><b_114><c_224>,12.0,,leaf_or_ranking_miss_after_l2_hit,0,0,"<a_220><b_114><c_145> :: ids=[2932] :: fam=3d_filament :: Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_220><b_114><c_53> :: ids=[2734] :: fam=3d_filament :: Inland 1.75mm White PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_220><b_114><c_156> :: ids=[2934] :: fam=3d_filament :: Inland 1.75mm Yellow PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_220><b_114><c_96> :: ids=[3114] :: fam=3d_filament :: Inland 1.75mm Purple PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_220><b_114><c_173> :: ids=[2912] :: fam=3d_filament :: Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs)",,3.0,"<a_14><b_202><c_139> :: ids=[2932] :: fam=3d_filament :: Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_14><b_202><c_2> :: ids=[2485] :: fam=3d_filament :: Inland 1.75mm Gold PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_14><b_202><c_86> :: ids=[2979] :: fam=3d_filament :: Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_14><b_202><c_60> :: ids=[2718] :: fam=3d_filament :: Inland 1.75mm Pink PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_14><b_202><c_68> :: ids=[2734] :: fam=3d_filament :: Inland 1.75mm White PLA 3D Printer Filament - 1kg Spool (2.2 lbs)"
lost_vs_r680a,r680a,1085,3d_filament,3546,Inland 1.75mm Orange PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_220><b_114><c_235>,11.0,,leaf_or_ranking_miss_after_l2_hit,0,2,"<a_220><b_114><c_145> :: ids=[2932] :: fam=3d_filament :: Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_220><b_114><c_156> :: ids=[2934] :: fam=3d_filament :: Inland 1.75mm Yellow PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_220><b_114><c_53> :: ids=[2734] :: fam=3d_filament :: Inland 1.75mm White PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_220><b_114><c_221> :: ids=[2485] :: fam=3d_filament :: Inland 1.75mm Gold PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_220><b_114><c_96> :: ids=[3114] :: fam=3d_filament :: Inland 1.75mm Purple PLA 3D Printer Filament - 1kg Spool (2.2 lbs)",,8.0,"<a_14><b_202><c_2> :: ids=[2485] :: fam=3d_filament :: Inland 1.75mm Gold PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_14><b_202><c_139> :: ids=[2932] :: fam=3d_filament :: Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_14><b_202><c_86> :: ids=[2979] :: fam=3d_filament :: Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_14><b_202><c_60> :: ids=[2718] :: fam=3d_filament :: Inland 1.75mm Pink PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_14><b_202><c_68> :: ids=[2734] :: fam=3d_filament :: Inland 1.75mm White PLA 3D Printer Filament - 1kg Spool (2.2 lbs)"
lost_vs_r680a,r680a,1092,gauge_meter,809,"Loos Cableware AN100-C4 Stainless Steel Thimble for 3/32"" and 1/8"" Diameter Wire Rope (10 Piece)",<a_32><b_136><c_122>,15.0,,leaf_or_ranking_miss_after_l2_hit,1,2,"<a_190><b_103><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer
<a_32><b_193><c_134> :: ids=[1521] :: fam=gauge_meter :: Aluminum Crimping Loop Sleeve for 1/8"" Diameter Wire Rope and Cable, (Pack of 100)
<a_190><b_185><c_201> :: ids=[159] :: fam=gauge_meter :: Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black
<a_190><b_173><c_203> :: ids=[338] :: fam=gauge_meter :: Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black
<a_130><b_122><c_221> :: ids=[414] :: fam=other :: Koch 7640040 Roller Chain Offset Link, 4-Pack, 40",,3.0,"<a_117><b_130><c_148> :: ids=[1521] :: fam=gauge_meter :: Aluminum Crimping Loop Sleeve for 1/8"" Diameter Wire Rope and Cable, (Pack of 100)
<a_96><b_131><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer
<a_117><b_133><c_109> :: ids=[809] :: fam=gauge_meter :: Loos Cableware AN100-C4 Stainless Steel Thimble for 3/32"" and 1/8"" Diameter Wire Rope (10 Piece)
<a_117><b_130><c_133> :: ids=[3301] :: fam=gauge_meter :: Aluminum Crimping Loop Sleeve for 3/16"" Diameter Wire Rope and Cable, (Pack of 25)
<a_153><b_151><c_247> :: ids=[371] :: fam=gauge_meter :: Loos Cableware SL2-3P 50 Piece Zinc Plated Copper Crimping Sleeve Set for 3/32"" Diameter Wire Rope"
lost_vs_r680a,r680a,1144,3d_filament,1851,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow",<a_178><b_154><c_135>,,,l2_routing_miss_after_l1_hit,0,1,"<a_178><b_14><c_6> :: ids=[2909, 3494] :: fam=3d_filament :: 3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS / 3D Solutech Real Yellow 3D Pr
<a_178><b_14><c_94> :: ids=[3112] :: fam=3d_filament :: 3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK
<a_178><b_14><c_107> :: ids=[2161] :: fam=3d_filament :: 3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_178><b_14><c_135> :: ids=[2993] :: fam=3d_filament :: 3D Solutech Blue 3D Printer Ultra PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_178><b_14><c_75> :: ids=[2697] :: fam=3d_filament :: 3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",,6.0,"<a_24><b_149><c_2> :: ids=[3112] :: fam=3d_filament :: 3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK
<a_24><b_149><c_24> :: ids=[2909] :: fam=3d_filament :: 3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS
<a_24><b_157><c_89> :: ids=[1847] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White
<a_24><b_78><c_138> :: ids=[50] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue
<a_67><b_247><c_199> :: ids=[162] :: fam=3d_filament :: USAFilament 9800429 ABS 3D Printing Filament, 2.2 lb, 1.75 mm, White Spool"
lost_vs_r680a,r680a,1204,3d_filament,3112,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK",<a_178><b_14><c_94>,,,l2_routing_miss_after_l1_hit,0,1,"<a_178><b_166><c_183> :: ids=[2477] :: fam=3d_filament :: BAMtack! 1.75mm Black PLA 3D Printer Filament - 1kg (2.2 lbs) - Dimensional Accuracy +/- 0.03mm
<a_178><b_227><c_62> :: ids=[3401] :: fam=3d_filament :: SainSmart Wood-LightBrown-1KG1.75 3D Printer Wood Filament 1 kg (1.75 mm Light Brown)
<a_178><b_46><c_65> :: ids=[2333] :: fam=3d_filament :: eSUN 3D Printer CLEANING Filament 1.75mm Natural 0.1kg for all 1.75mm FDM 3D Printers, 1.75mm Cleaning
<a_178><b_230><c_5> :: ids=[3016] :: fam=3d_filament :: HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03mm, 1.75 mm, 1 kg Spool, Wood
<a_178><b_177><c_225> :: ids=[1889] :: fam=3d_filament :: Filabot TCBL1 Taulman Clear t-glase Filament, 1.75 mm, Black",,4.0,"<a_60><b_195><c_233> :: ids=[3444] :: fam=3d_filament :: RepRap Champion Metal J-Head V6 Hot End for RepRap 3D Printer 1.75mm Filament Direct Feed Extruder 0.4mm Nozzle
<a_37><b_2><c_79> :: ids=[2544] :: fam=3d_filament :: SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm
<a_15><b_249><c_16> :: ids=[1123] :: fam=other :: Smooth-On XTC-3D High Performance 3D Print Coating - 24oz. Unit
<a_24><b_149><c_2> :: ids=[3112] :: fam=3d_filament :: 3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK
<a_67><b_69><c_144> :: ids=[2768] :: fam=3d_filament :: Printrbot Printrbot Play 1505 - White Assembled 3D Printer, White"
lost_vs_r680a,r680a,1239,other,1345,POWERTEC 17000 Workbench Caster Kit (Pack of 4),<a_90><b_5><c_229>,,,l1_routing_miss,1,2,"<a_7><b_141><c_102> :: ids=[1395] :: fam=fastener :: KREG Tools SSW Kreg Screw Selector Wheel. Woodworking
<a_197><b_173><c_161> :: ids=[84] :: fam=gauge_meter :: Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion
<a_8><b_24><c_150> :: ids=[825] :: fam=other :: TEKTON 7608 Telescoping Inspection Mirror
<a_151><b_127><c_112> :: ids=[793] :: fam=other :: Yost MU360 Universal Jaw Cover, 6
<a_185><b_83><c_203> :: ids=[457] :: fam=other :: CRC 03400 16oz Truetap Cutting Fluid Heavy Duty Bottle",,9.0,"<a_230><b_94><c_212> :: ids=[40] :: fam=other :: Forney 20859 Cutting Fluid, Industrial Pro Tap Magic, 1-Gallon
<a_150><b_132><c_40> :: ids=[98] :: fam=metadata_placeholder :: Industrial & Scientific"" />
<a_168><b_48><c_177> :: ids=[406] :: fam=other :: Hillman 830502 Flat Washer, Stainless-Steel
<a_230><b_82><c_50> :: ids=[457] :: fam=other :: CRC 03400 16oz Truetap Cutting Fluid Heavy Duty Bottle
<a_22><b_31><c_155> :: ids=[25] :: fam=gauge_meter :: Wixey WR300 Digital Angle Gauge"
lost_vs_r680a,r680a,1376,3d_filament,2158,"eSUN 3D 1.75mm PETG Green Filament 1kg (2.2lb), PETG 3D Printer Filament, Semi-Transparent 1.75mm Green",<a_178><b_156><c_234>,19.0,,leaf_or_ranking_miss_after_l2_hit,0,1,"<a_178><b_156><c_135> :: ids=[2893] :: fam=3d_filament :: eSUN 3D 1.75mm PETG White Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Solid Opaque White
<a_178><b_156><c_58> :: ids=[2157] :: fam=3d_filament :: eSUN 3D 1.75mm PETG Blue Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Semi-Transparent Blue
<a_178><b_156><c_59> :: ids=[2703] :: fam=3d_filament :: eSUN 3D 1.75mm PETG Black Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Solid Opaque Black
<a_178><b_20><c_140> :: ids=[1794] :: fam=3d_filament :: Filabot 910175 Taulman 910 Alloy, 1.75"" Filament Diameter, Natural
<a_178><b_156><c_72> :: ids=[3648] :: fam=3d_filament :: eSUN 3D 1.75mm PETG Orange Filament 1kg (2.2lb), PETG 3D Printer Filament, Semi-Transparent 1.75mm Orange",,3.0,"<a_60><b_195><c_233> :: ids=[3444] :: fam=3d_filament :: RepRap Champion Metal J-Head V6 Hot End for RepRap 3D Printer 1.75mm Filament Direct Feed Extruder 0.4mm Nozzle
<a_24><b_157><c_89> :: ids=[1847] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White
<a_24><b_250><c_151> :: ids=[2158] :: fam=3d_filament :: eSUN 3D 1.75mm PETG Green Filament 1kg (2.2lb), PETG 3D Printer Filament, Semi-Transparent 1.75mm Green
<a_24><b_250><c_175> :: ids=[2748] :: fam=3d_filament :: HATCHBOX PETG 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Green
<a_24><b_250><c_113> :: ids=[3016] :: fam=3d_filament :: HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03mm, 1.75 mm, 1 kg Spool, Wood"
lost_vs_r680a,r680a,1378,other,415,"Miller Electric 229895 Gage, Wire Metal Sizes",<a_197><b_130><c_6>,24.0,,l1_routing_miss,1,2,"<a_92><b_200><c_192> :: ids=[341] :: fam=other :: Neiko 11108A 4.5&rdquo; x 7/8-Inch Aluminum Oxide Flap Disc, 80 Grit | Flat Type #27 | 10-Pack
<a_238><b_78><c_225> :: ids=[582] :: fam=other :: Forney 72757 Wire Cup Brush, Knotted with 5/8-Inch-11 Threaded Arbor, 2-3/4-Inch-by-.020-Inch
<a_92><b_178><c_40> :: ids=[423] :: fam=other :: Tormek TT-50 Truing and Dressing Tool
<a_189><b_209><c_30> :: ids=[75] :: fam=other :: Jumbo 51pc Drum Sanding Kit - Fits Dremel - Includes Rubber Drum Mandrels - 1/2, 3/8 & 1/4
<a_238><b_78><c_16> :: ids=[2208] :: fam=other :: Forney 72745 Wire Bench Wheel Brush, Coarse Crimped with 1/2-Inch and 5/8-Inch Arbor, 6-Inch-by-.012-Inch",,6.0,"<a_44><b_188><c_82> :: ids=[706] :: fam=other :: Shepherd Hardware 9174 2-Inch Cast Iron Swivel Plate Caster, 125-lb Load Capacity
<a_59><b_39><c_156> :: ids=[341] :: fam=other :: Neiko 11108A 4.5&rdquo; x 7/8-Inch Aluminum Oxide Flap Disc, 80 Grit | Flat Type #27 | 10-Pack
<a_150><b_225><c_48> :: ids=[54] :: fam=metadata_placeholder :: Industrial & Scientific"" />
<a_179><b_73><c_78> :: ids=[967] :: fam=other :: Forney 72755 Wire Cup Brush, Coarse Crimped with 5/8-Inch-11 Threaded Arbor, 2-3/4-Inch-by-.014-Inch
<a_0><b_39><c_148> :: ids=[265] :: fam=other :: ZJchao 10 pieces Tungsten Carbide Rotary Burr SET 1/8"" shank [Misc.]"
lost_vs_r680a,r680a,1386,other,33,Bessey BV-NVJ Multi-Purpose Vise Jaws (Jaws Only),<a_151><b_226><c_211>,12.0,,l1_routing_miss,1,2,"<a_129><b_68><c_172> :: ids=[54] :: fam=metadata_placeholder :: Industrial & Scientific"" />
<a_92><b_110><c_254> :: ids=[1042] :: fam=other :: uxcell Mandrel Mounted White Conical Felt Point Polishing Tool
<a_129><b_163><c_0> :: ids=[431, 1006] :: fam=metadata_placeholder :: Industrial & Scientific"" /> / Industrial & Scientific"" />
<a_154><b_254><c_212> :: ids=[98] :: fam=metadata_placeholder :: Industrial & Scientific"" />
<a_185><b_83><c_203> :: ids=[457] :: fam=other :: CRC 03400 16oz Truetap Cutting Fluid Heavy Duty Bottle",,4.0,"<a_150><b_132><c_40> :: ids=[98] :: fam=metadata_placeholder :: Industrial & Scientific"" />
<a_179><b_214><c_222> :: ids=[1042] :: fam=other :: uxcell Mandrel Mounted White Conical Felt Point Polishing Tool
<a_230><b_94><c_212> :: ids=[40] :: fam=other :: Forney 20859 Cutting Fluid, Industrial Pro Tap Magic, 1-Gallon
<a_122><b_14><c_20> :: ids=[33] :: fam=other :: Bessey BV-NVJ Multi-Purpose Vise Jaws (Jaws Only)
<a_179><b_73><c_78> :: ids=[967] :: fam=other :: Forney 72755 Wire Cup Brush, Coarse Crimped with 5/8-Inch-11 Threaded Arbor, 2-3/4-Inch-by-.014-Inch"
lost_vs_r680a,r680a,1513,3d_filament,1554,Inland 1.75mm Peak Green PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_220><b_114><c_24>,25.0,,leaf_or_ranking_miss_after_l2_hit,0,3,"<a_220><b_114><c_145> :: ids=[2932] :: fam=3d_filament :: Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_220><b_114><c_156> :: ids=[2934] :: fam=3d_filament :: Inland 1.75mm Yellow PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_220><b_114><c_53> :: ids=[2734] :: fam=3d_filament :: Inland 1.75mm White PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_220><b_114><c_221> :: ids=[2485] :: fam=3d_filament :: Inland 1.75mm Gold PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_220><b_114><c_96> :: ids=[3114] :: fam=3d_filament :: Inland 1.75mm Purple PLA 3D Printer Filament - 1kg Spool (2.2 lbs)",,10.0,"<a_14><b_202><c_139> :: ids=[2932] :: fam=3d_filament :: Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_14><b_202><c_2> :: ids=[2485] :: fam=3d_filament :: Inland 1.75mm Gold PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_14><b_202><c_86> :: ids=[2979] :: fam=3d_filament :: Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_14><b_202><c_60> :: ids=[2718] :: fam=3d_filament :: Inland 1.75mm Pink PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_14><b_202><c_169> :: ids=[3114] :: fam=3d_filament :: Inland 1.75mm Purple PLA 3D Printer Filament - 1kg Spool (2.2 lbs)"
