row_id,user_id,item_id,item_title,brand,history_len,train_item_events,main_l3_020_sid,main_l3_020_rank,main_l3_020_hit10,main_l3_020_ndcg10,main_l3_020_l1_rank,main_l3_020_l12_rank,main_l3_020_l1_hit1,main_l3_020_l12_hit10,main_l3_020_top1,main_l3_020_top1_title,main_l3_020_top1_in_history,main_l3_020_same_l1_hist_count,main_l3_020_same_l12_hist_count,main_l3_020_l1_bucket_size,main_l3_020_l12_bucket_size,main_l3_020_l1_train_events,main_l3_020_l12_train_events,main_l3_020_sid_train_events,l3_010_sid,l3_010_rank,l3_010_hit10,l3_010_ndcg10,l3_010_l1_rank,l3_010_l12_rank,l3_010_l1_hit1,l3_010_l12_hit10,l3_010_top1,l3_010_top1_title,l3_010_top1_in_history,l3_010_same_l1_hist_count,l3_010_same_l12_hist_count,l3_010_l1_bucket_size,l3_010_l12_bucket_size,l3_010_l1_train_events,l3_010_l12_train_events,l3_010_sid_train_events,ndcg10_delta_l3_minus_main,hit10_transition
744,A1959,561,GREAT STUFF Gaps & Cracks 20 oz Insulating Foam Sealant,Great Stuff,6,94,<a_210><b_213><c_29>,999,0,0.0,27,999,0,0,<a_225><b_205><c_74>,"6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1/2""",1,0,0,78,1,4508,94,94,<a_57><b_61><c_140>,999,0,0.0,999,999,0,0,<a_253><b_135><c_54>,"6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 2"" D",1,0,0,87,1,3446,94,94,0.0,0->0
745,A3186,2738,"XTC-3D High Performance 3D Print Coating, 6.4 Oz",Smooth-On,3,10,<a_249><b_43><c_0>,999,0,0.0,999,999,0,0,<a_85><b_236><c_157>,"eSUN 3D Printer CLEANING Filament 1.75mm Natural 0.1kg for all 1.75mm FDM 3D Printers, 1.7",1,0,0,41,3,1258,66,10,<a_246><b_68><c_2>,999,0,0.0,4,999,0,0,<a_251><b_236><c_192>,2 Meters PTFE Teflon Bowden Tube 1.75 Filament 3D printer RepRap Rostock Kossel,0,0,0,52,2,2000,54,10,0.0,0->0
746,A3186,2714,NinjaFlex TPU 3D Printing Filament - 1.75mm .50kg - SAPPHIRE,NinjaTek,4,202,<a_85><b_127><c_139>,999,0,0.0,1,999,1,0,<a_85><b_236><c_157>,"eSUN 3D Printer CLEANING Filament 1.75mm Natural 0.1kg for all 1.75mm FDM 3D Printers, 1.7",1,1,0,71,1,2770,202,202,<a_184><b_213><c_133>,48,0,0.0,2,12,0,0,<a_246><b_50><c_190>,Foreasy 3D Printer Tool 3D Print Removal Tool Enhanced Version Set of 2,0,1,0,210,3,12329,510,202,0.0,0->0
747,A4266,2041,"Polycarbonate Tubing, 1/2"" ID x 5/8"" OD x 1/16"" Wall, Clear Color 24"" L",Small Parts,4,32,<a_225><b_17><c_223>,999,0,0.0,19,999,0,0,<a_182><b_48><c_198>,"Stainless Flat Washers 1/4 Inch, 304 Stainless Steel, 100 pieces (1/4 Flat Washer) by ""Che",1,0,0,83,4,5783,106,32,<a_115><b_64><c_23>,999,0,0.0,999,999,0,0,<a_224><b_154><c_201>,"Stainless Flat Washers 1/4 Inch, 304 Stainless Steel, 100 pieces (1/4 Flat Washer) by ""Che",1,0,0,92,4,4746,107,32,0.0,0->0
748,A5008,1296,Craftsman 12004 6 Gallon 3 Peak HP Wet/Dry Vac,Yesker,3,16,<a_83><b_22><c_19>,999,0,0.0,16,999,0,0,<a_31><b_214><c_175>,Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58,0,0,0,81,3,2862,51,16,<a_125><b_211><c_6>,999,0,0.0,13,999,0,0,<a_59><b_52><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",1,0,0,62,1,2319,16,16,0.0,0->0
749,A6916,2696,HICTOP 3 Pcs 3D Printer Extruder 0.4mm Brass Nozzle + 3 Pcs Extruder 1.75mm Tube for Reprap Prusa I3,HICTOP,6,31,<a_48><b_149><c_121>,999,0,0.0,21,999,0,0,<a_222><b_68><c_238>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",1,1,0,44,2,1133,63,31,<a_29><b_202><c_201>,999,0,0.0,5,999,0,0,<a_184><b_137><c_8>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",1,1,0,42,2,1125,63,31,0.0,0->0
750,A7515,2507,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver",HATCHBOX,1,266,<a_222><b_157><c_13>,14,0,0.0,1,5,1,1,<a_222><b_68><c_238>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",0,1,0,159,24,10557,2719,266,<a_184><b_67><c_86>,4,1,0.43067655807339306,1,2,1,1,<a_184><b_137><c_8>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",0,1,0,210,27,12329,3387,266,0.43067655807339306,0->1
751,A7515,1888,"3D Solutech Hot Pink 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,2,1,<a_222><b_68><c_59>,999,0,0.0,1,7,1,1,<a_222><b_157><c_189>,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, B",0,2,1,159,23,10557,895,1,<a_184><b_137><c_5>,999,0,0.0,1,7,1,1,<a_184><b_67><c_38>,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, R",0,2,1,210,24,12329,846,1,0.0,0->0
752,A7515,1552,"3D Solutech Teal Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,3,41,<a_222><b_68><c_102>,8,1,0.31546487678572877,1,1,1,1,<a_222><b_68><c_238>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",0,3,2,159,23,10557,895,41,<a_184><b_137><c_245>,999,0,0.0,1,1,1,1,<a_184><b_137><c_8>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",0,3,2,210,24,12329,846,41,-0.31546487678572877,1->0
753,A7515,2344,"Uxcell a12013100ux0116 High Knob 3P 2 Position 1P2T SPDT Vertical Slide Switch, 0.5 Amp, 50V DC, 50 Piece, 3 mm",uxcell,4,106,<a_145><b_11><c_252>,999,0,0.0,999,999,0,0,<a_222><b_68><c_238>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",0,0,0,109,2,3826,124,106,<a_67><b_174><c_84>,999,0,0.0,999,999,0,0,<a_184><b_137><c_8>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",0,0,0,86,2,3495,118,106,0.0,0->0
754,A2881,1481,Install Bay CCL1614 Crimp Cap Nylon Connector 16/14 Gauge Long Neck -100-Pack,Install Bay,6,212,<a_202><b_51><c_135>,999,0,0.0,1,999,1,0,<a_202><b_27><c_50>,Ginsco 160pcs Nylon Fully Insulated Male / Female Spade Wire Crimp Quick Disconnects Wire ,1,2,0,167,2,11775,312,212,<a_191><b_159><c_200>,20,0,0.0,1,20,1,0,<a_191><b_135><c_3>,Yueton 100pcs Female Fully Insulated Wire Crimp Terminal Nylon Quick Connectors Wiring Spa,0,2,0,117,3,8937,381,212,0.0,0->0
755,A4462,2070,"CLR Pro CL-4Pro Calcium, Lime and Rust Remover, 1 Gallon Bottle",CLR,4,62,<a_6><b_151><c_62>,999,0,0.0,31,999,0,0,<a_122><b_205><c_125>,"4-1/2"" Cut-off Wheels for Metal, for Cutting All Ferrous Metals and Stainless Steel",0,0,0,55,2,2965,78,62,<a_92><b_146><c_53>,999,0,0.0,999,999,0,0,<a_71><b_147><c_122>,"DEWALT DW8062B5 4-1/2-Inch by 0.045-Inch Metal and Stainless Cutting Wheel, 7/8-Inch Arbor",0,0,0,28,1,1682,62,62,0.0,0->0
756,A5862,774,DuPont Teflon Non-Stick,DuPont,4,162,<a_51><b_225><c_0>,999,0,0.0,19,999,0,0,<a_161><b_158><c_167>,"Plymor 6"" x 9"", 4 Mil (Case of 1000) Heavy Duty Plastic Reclosable Zipper Bags",1,0,0,116,2,4839,297,297,<a_163><b_79><c_0>,44,0,0.0,44,44,0,0,<a_91><b_30><c_114>,"Plymor 6"" x 9"", 4 Mil (Case of 1000) Heavy Duty Plastic Reclosable Zipper Bags",1,0,0,41,2,1555,297,297,0.0,0->0
757,A5862,3092,WallPeg pegboard hooks &ndash; locking peg hooks &ndash; 50 peg kit for tool storage and craft organizer,WallPeg,5,14,<a_41><b_133><c_101>,999,0,0.0,999,999,0,0,<a_225><b_26><c_144>,DuPont Teflon Silicone Lubricant,0,0,0,103,8,3563,358,14,<a_255><b_98><c_37>,999,0,0.0,999,999,0,0,<a_163><b_79><c_0>,DuPont Teflon Non-Stick (+1),1,0,0,75,3,2729,37,14,0.0,0->0
758,A7140,1106,DAOKI 10PCS Digital DC 5V Amplifier Board Class D 23W USB Power Mini PAM8403 Audio Module,DAOKI,5,3,<a_45><b_84><c_220>,999,0,0.0,999,999,0,0,<a_212><b_120><c_68>,The Ghost Meter EMF Sensor,0,0,0,56,2,2040,51,3,<a_67><b_80><c_169>,999,0,0.0,20,999,0,0,<a_71><b_147><c_122>,"DEWALT DW8062B5 4-1/2-Inch by 0.045-Inch Metal and Stainless Cutting Wheel, 7/8-Inch Arbor",0,1,0,86,1,3495,3,3,0.0,0->0
759,A7428,1848,Kamo 5PCS 3D Printer 0.4mm Extruder Brass Nozzle Print Head for MK8 1.75mm ABS PLA Printer,KAMO,3,152,<a_48><b_73><c_197>,999,0,0.0,44,999,0,0,<a_222><b_157><c_189>,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, B",0,0,0,44,1,1133,152,152,<a_29><b_239><c_50>,17,0,0.0,17,17,0,0,<a_184><b_67><c_38>,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, R",0,0,0,42,1,1125,152,152,0.0,0->0
760,A968,59,Loctite Ultra Gel Control Super Glue 4-Gram (1363589),Loctite,8,233,<a_150><b_65><c_0>,999,0,0.0,6,999,0,0,<a_31><b_221><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",1,5,0,65,2,4849,252,233,<a_19><b_24><c_186>,49,0,0.0,3,49,0,0,<a_59><b_52><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",1,3,0,92,3,5739,294,233,0.0,0->0
761,A1270,93,"White SiliconeTubing, 1/2""ID, 3/4""OD, 1/8""Wall, 25' Length",Small Parts,1,293,<a_225><b_5><c_3>,999,0,0.0,999,999,0,0,<a_165><b_163><c_21>,"Fluke TL71 Premium Test Lead Set, Right Angle",1,0,0,83,3,5783,563,293,<a_115><b_201><c_39>,999,0,0.0,999,999,0,0,<a_196><b_125><c_67>,"Fluke TL71 Premium Test Lead Set, Right Angle",1,0,0,92,1,4746,293,293,0.0,0->0
762,A1270,94,"White SiliconeTubing, 3/16""ID, 1/4""OD, 1/32"" Wall, 10' Length",Small Parts,2,248,<a_225><b_5><c_1>,1,1,1.0,1,1,1,1,<a_225><b_5><c_1>,"White SiliconeTubing, 3/16""ID, 1/4""OD, 1/32"" Wall, 10' Length",0,1,1,83,3,5783,563,248,<a_115><b_198><c_139>,1,1,1.0,1,1,1,1,<a_115><b_198><c_139>,"White SiliconeTubing, 3/16""ID, 1/4""OD, 1/32"" Wall, 10' Length",0,1,0,92,2,4746,270,248,0.0,1->1
763,A1270,2640,Uxcell a13052700ux0257 6mm to 8mm CNC Stepper Motor Shaft Coupling Coupler for Encoder,uxcell,3,43,<a_173><b_42><c_60>,999,0,0.0,999,999,0,0,<a_225><b_5><c_1>,"White SiliconeTubing, 3/16""ID, 1/4""OD, 1/32"" Wall, 10' Length",1,0,0,56,1,2129,43,43,<a_16><b_33><c_10>,999,0,0.0,999,999,0,0,<a_115><b_198><c_139>,"White SiliconeTubing, 3/16""ID, 1/4""OD, 1/32"" Wall, 10' Length",1,0,0,59,3,1617,63,43,0.0,0->0
764,A1270,2641,"eSUN 3mm Black ABS 3D Printer filament 1kg Spool (2.2lbs), Black",eSUN,4,23,<a_85><b_232><c_21>,999,0,0.0,17,999,0,0,<a_225><b_5><c_1>,"White SiliconeTubing, 3/16""ID, 1/4""OD, 1/32"" Wall, 10' Length",1,0,0,71,1,2770,23,23,<a_184><b_204><c_115>,999,0,0.0,999,999,0,0,<a_115><b_198><c_139>,"White SiliconeTubing, 3/16""ID, 1/4""OD, 1/32"" Wall, 10' Length",1,0,0,210,3,12329,213,23,0.0,0->0
765,A1721,2228,"Control Devices ST Series Brass ASME Safety Valve, 150 psi Set Pressure, 1/4"" Male NPT",Control Devices,2,37,<a_165><b_84><c_225>,40,0,0.0,9,40,0,0,<a_0><b_51><c_47>,Woodstock D4160 110-Volt Paddle Switch,1,0,0,98,2,5516,63,37,<a_200><b_219><c_24>,999,0,0.0,999,999,0,0,<a_88><b_106><c_91>,"SE 8436MVC 3"" Universal Table Vise",0,0,0,43,1,2360,37,37,0.0,0->0
766,A2801,2726,ANYCUBIC 3D Printer Heating Controller MKS MOSFET for Heatbed Extruder MOS Module,ANYCUBIC,6,22,<a_48><b_92><c_180>,999,0,0.0,999,999,0,0,<a_78><b_1><c_247>,"SharkBite 22461LF Barb PEX Ball Valve, 1/2-Inch, Brass",1,0,0,44,1,1133,22,22,<a_29><b_127><c_4>,999,0,0.0,999,999,0,0,<a_191><b_46><c_186>,"Carwires PBS8 8-AWG Crimp Barrier Spades, 4-Pack",1,0,0,42,1,1125,22,22,0.0,0->0
767,A3442,178,"Neiko 10194A Titanium Step Drill Bit, High Speed Steel | 1/4"" to 1-3/8"" | Total 10 Step Sizes",Neiko,2,317,<a_191><b_138><c_0>,45,0,0.0,29,29,0,0,<a_225><b_5><c_1>,"White SiliconeTubing, 3/16""ID, 1/4""OD, 1/32"" Wall, 10' Length",1,0,0,99,5,4766,617,317,<a_71><b_177><c_71>,4,1,0.43067655807339306,4,4,0,1,<a_115><b_198><c_139>,"White SiliconeTubing, 3/16""ID, 1/4""OD, 1/32"" Wall, 10' Length",1,0,0,125,4,5886,585,317,0.43067655807339306,0->1
768,A5615,2444,"KINGLAKE Plastic Transfer Pipettes 3ML,Essential Oils Pipettes,Graduated,Pack of 100, Makeup Tool",KINGLAKE,4,18,<a_51><b_231><c_251>,999,0,0.0,1,999,1,0,<a_51><b_52><c_108>,Plant Therapy 2 ml (5/8 dram) Amber Glass Essential Oil Bottle with Orifice Reducer and ca,0,0,0,116,1,4839,18,18,<a_245><b_202><c_13>,999,0,0.0,999,999,0,0,<a_223><b_167><c_238>,"Eclectic Supply B36-24 Cobalt Glass Bottles with Glass Eye Dropper, 1 oz Capacity, Blue (P",1,0,0,51,2,1515,31,18,0.0,0->0
769,A5615,1846,Milwaukee Instruments MW102 PH and Temperature Meter,Milwaukee,5,40,<a_62><b_214><c_49>,999,0,0.0,999,999,0,0,<a_177><b_143><c_249>,1/4 Dram AMBER Glass Vial - Screw Cap w/ Orifice Reducer - Pack of 24,0,0,0,32,1,1292,40,40,<a_59><b_253><c_224>,999,0,0.0,3,999,0,0,<a_223><b_167><c_238>,"Eclectic Supply B36-24 Cobalt Glass Bottles with Glass Eye Dropper, 1 oz Capacity, Blue (P",1,0,0,80,1,8035,40,40,0.0,0->0
770,A5615,2775,"Milwaukee Instruments MA9015 Storage Solution for pH/ORP Electrode, 230 mL Volume",Milwaukee,6,24,<a_62><b_159><c_221>,999,0,0.0,22,999,0,0,<a_177><b_143><c_249>,1/4 Dram AMBER Glass Vial - Screw Cap w/ Orifice Reducer - Pack of 24,0,1,0,32,1,1292,24,24,<a_59><b_136><c_132>,999,0,0.0,2,999,0,0,<a_223><b_167><c_238>,"Eclectic Supply B36-24 Cobalt Glass Bottles with Glass Eye Dropper, 1 oz Capacity, Blue (P",1,1,0,80,1,8035,24,24,0.0,0->0
771,A5736,1919,"Anvil 8700163903, Malleable Iron Pipe Fitting, Floor Flange, 3/4"" NPT Female, Black Finish",Anvil International,6,23,<a_78><b_182><c_49>,999,0,0.0,39,999,0,0,<a_42><b_105><c_139>,Dawson Tools DZA50 AC Line Splitter,1,1,0,131,2,4550,43,23,<a_31><b_142><c_81>,999,0,0.0,9,999,0,0,<a_59><b_178><c_7>,Nubee Temperature Gun Non-contact Digital Laser Infrared IR Thermometer,0,1,0,78,1,2919,23,23,0.0,0->0
772,A5776,158,Stainless Steel Phillips Flat Machine Screw Kit #K18MPF,Stainless Town,1,0,<a_182><b_197><c_160>,999,0,0.0,999,999,0,0,<a_34><b_199><c_3>,"Pro Tie 33201 SAE Size 6 Range 7/16-Inch-11/16-Inch Mini All Stainless Hose Clamp, 10-Pack",0,0,0,134,4,4252,225,0,<a_224><b_129><c_1>,999,0,0.0,999,999,0,0,<a_167><b_227><c_244>,"Precision Brand M6S Micro Seal, Miniature All Stainless Worm Gear Hose Clamp, 5/16"" - 7/8""",1,0,0,150,5,5503,73,0,0.0,0->0
773,A6408,590,Mentadent Advance Whitening Refreshing Mint Bonus Pack Free Base & 2 Refills 5.25 OZ,Church & Dwight,4,21,<a_242><b_174><c_61>,999,0,0.0,999,999,0,0,<a_31><b_221><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",1,0,0,47,3,1704,87,21,<a_12><b_23><c_89>,999,0,0.0,18,999,0,0,<a_59><b_52><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",1,0,0,44,3,1473,55,21,0.0,0->0
774,A6518,960,"Liberty Oil, the Best 100% Synthetic Oil for Lubricating Your Grandfather Clocks",Liberty Oil,5,33,<a_6><b_19><c_229>,999,0,0.0,999,999,0,0,<a_177><b_120><c_155>,2 fl oz Amber Glass Bottle with Glass Dropper (Single),0,0,0,55,1,2965,33,33,<a_173><b_47><c_139>,999,0,0.0,31,999,0,0,<a_163><b_202><c_0>,Plant Therapy 2 ml (5/8 dram) Amber Glass Essential Oil Bottle with Orifice Reducer and ca,0,0,0,76,1,3522,33,33,0.0,0->0
775,A6682,2533,Longruner A4988 Stepstick Stepper Motor Driver Module + Heat Sink for 3d Printer Reprap (Pack of 5 Pcs),Longruner,5,24,<a_186><b_227><c_0>,999,0,0.0,999,999,0,0,<a_31><b_181><c_179>,Inkbird ITC-1000 Dual Stage Digital Temperature Controller Fahrenheit  Celsius Thermostat ,1,0,0,113,5,3331,113,24,<a_15><b_222><c_249>,999,0,0.0,999,999,0,0,<a_59><b_226><c_55>,Inkbird All-Purpose Digital Temperature Controller Fahrenheit &Centigrade Thermostat w Sen,0,0,0,70,4,2164,86,24,0.0,0->0
776,A6770,2161,"3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,1,101,<a_222><b_68><c_55>,999,0,0.0,999,999,0,0,<a_171><b_55><c_104>,Bluecell Pack of 9 PCS AA / AAA Battery Storage Hard Case Box,1,0,0,159,23,10557,895,101,<a_184><b_137><c_17>,999,0,0.0,999,999,0,0,<a_144><b_217><c_255>,"Hy-Ko Products TSR-100 Posted Private Property Tyvek Sign Roll 11"" x 11"" Yellow, 100 Piece",0,0,0,210,24,12329,846,101,0.0,0->0
777,A6978,338,"Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black",Etekcity,3,348,<a_31><b_214><c_175>,34,0,0.0,1,34,1,0,<a_31><b_181><c_179>,Inkbird ITC-1000 Dual Stage Digital Temperature Controller Fahrenheit  Celsius Thermostat ,1,3,0,61,2,7390,727,348,<a_59><b_178><c_1>,42,0,0.0,1,7,1,1,<a_59><b_226><c_162>,Inkbird ITC-1000 Dual Stage Digital Temperature Controller Fahrenheit  Celsius Thermostat ,1,3,0,80,7,8035,1201,348,0.0,0->0
778,A6978,2970,Brew Hauler FE338  Nylon carboy carrier,Brew Hauler,4,15,<a_241><b_67><c_104>,999,0,0.0,13,999,0,0,<a_31><b_221><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",0,0,0,48,1,3446,15,15,<a_20><b_96><c_165>,999,0,0.0,35,999,0,0,<a_59><b_226><c_55>,Inkbird All-Purpose Digital Temperature Controller Fahrenheit &Centigrade Thermostat w Sen,0,0,0,92,1,4926,15,15,0.0,0->0
779,A7506,1793,Matter and Form MFS1V1 3D Scanner,Matter and Form,2,47,<a_249><b_72><c_119>,999,0,0.0,29,999,0,0,<a_222><b_68><c_238>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",0,1,0,41,1,1258,47,47,<a_74><b_44><c_173>,999,0,0.0,999,999,0,0,<a_184><b_137><c_8>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",0,0,0,8,1,183,47,47,0.0,0->0
780,A7601,2619,"Digital Clamp Meter AC/DC Auto-Ranging 600 Amp Measures Voltage, Resistance, Temp, More Klein Tools CL800",Klein Tools,3,8,<a_42><b_100><c_88>,999,0,0.0,39,999,0,0,<a_175><b_139><c_222>,"CMS Magneitcs Ceramic Magnet Hook 1 1/4"" in Diameter with 18 LB Holding Power 6-Count",1,0,0,65,1,2826,8,8,<a_229><b_107><c_244>,999,0,0.0,999,999,0,0,<a_13><b_99><c_38>,"Keeper (07512) Koastal 12' x 1-1/2"" Lashing Strap with Protective Cover, (Pack of 2)",0,0,0,37,1,1569,8,8,0.0,0->0
781,A709,499,"HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-245, 0.125"" Thickness, 12"" Width, 24"" Length",Small Parts,5,142,<a_225><b_238><c_136>,999,0,0.0,32,999,0,0,<a_191><b_219><c_252>,Senco A209909 18-Gauge-by-1-2-Inch Electro Galvanized Variety Pack Brads,0,0,0,83,2,5783,186,142,<a_253><b_128><c_200>,999,0,0.0,999,999,0,0,<a_255><b_176><c_148>,"BOSTITCH BT1309B 1-Inch 18-Gauge Brads, 3000 per Box",0,0,0,56,2,3830,193,142,0.0,0->0
782,A709,500,"HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-245, 0.250"" Thickness, 12"" Width, 12"" Length",Small Parts,6,121,<a_51><b_17><c_0>,1,1,1.0,1,1,1,1,<a_51><b_17><c_0>,"HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-2",0,0,0,116,5,4839,916,121,<a_251><b_10><c_0>,1,1,1.0,1,1,1,1,<a_251><b_10><c_0>,"HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-2",0,0,0,69,2,2987,165,121,0.0,1->1
783,A1091,1138,Insta-cure gap filling 2oz Bob Smith Ind.,Bob Smith Industries,4,150,<a_89><b_191><c_164>,999,0,0.0,999,999,0,0,<a_239><b_118><c_194>,Z&T Solderless Flexible Breadboard Jumper Wires M/M 100pcs,0,0,0,75,4,2986,311,150,<a_19><b_222><c_74>,999,0,0.0,999,999,0,0,<a_0><b_245><c_67>,uxcell 2 Pcs 12 Position Covered Barrier Screw Terminal Block 600V 15A,0,0,0,92,3,5739,163,150,0.0,0->0
784,A1230,2598,"3M All Weather Flashing Tape 8067 Tan, 6 in x 75 ft Slit Liner (Pack of 1)",3M,8,15,<a_165><b_176><c_111>,999,0,0.0,3,999,0,0,<a_36><b_141><c_72>,"Karter Scientific 211Z3 Standard Microscope Cover Slip, 1 Thick, 22x22mm (Pack of 200)",0,2,1,98,4,5516,465,15,<a_200><b_192><c_195>,999,0,0.0,999,999,0,0,<a_57><b_3><c_38>,"Dap 00272 Original Contact Cement Qt Raw Building Material, Tan",0,1,0,43,5,2360,161,15,0.0,0->0
785,A1230,338,"Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black",Etekcity,9,348,<a_31><b_214><c_175>,999,0,0.0,20,999,0,0,<a_36><b_141><c_72>,"Karter Scientific 211Z3 Standard Microscope Cover Slip, 1 Thick, 22x22mm (Pack of 200)",0,0,0,61,2,7390,727,348,<a_59><b_178><c_1>,45,0,0.0,9,9,0,1,<a_57><b_3><c_38>,"Dap 00272 Original Contact Cement Qt Raw Building Material, Tan",0,0,0,80,7,8035,1201,348,0.0,0->0
786,A1496,2109,"Loctite 1999131 All Purpose Repair Putty, 2 Ounces",Loctite,4,48,<a_89><b_179><c_181>,999,0,0.0,11,999,0,0,<a_31><b_221><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",0,0,0,75,1,2986,48,48,<a_19><b_239><c_6>,999,0,0.0,7,999,0,0,<a_42><b_40><c_166>,"Gorilla Tape, Black Duct Tape, 1.88"" x 35 yd, Black, (Pack of 1)",1,0,0,92,1,5739,48,48,0.0,0->0
787,A1983,114,"Super Glue 15187 Super Glue, 12-Pack",Super Glue,4,306,<a_150><b_174><c_169>,999,0,0.0,999,999,0,0,<a_160><b_208><c_142>,Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch,1,0,0,65,1,4849,306,306,<a_19><b_76><c_97>,999,0,0.0,49,999,0,0,<a_134><b_96><c_105>,"Industrial & Scientific"" />",0,0,0,92,1,5739,306,306,0.0,0->0
788,A2110,1634,Elenco RS-500 Resistance Substitution Box,Elenco,5,64,<a_145><b_78><c_215>,999,0,0.0,999,999,0,0,<a_51><b_225><c_0>,DuPont Teflon Non-Stick (+1),1,0,0,109,2,3826,87,64,<a_36><b_150><c_108>,999,0,0.0,999,999,0,0,<a_173><b_61><c_241>,DuPont Teflon Silicone Lubricant,1,0,0,62,2,2451,94,64,0.0,0->0
789,A2564,980,"Anderson Metals Brass Pipe Fitting, Adapter, 1/8"" Male Pipe x 1/8"" Female Pipe",Anderson Metals,10,68,<a_78><b_39><c_107>,999,0,0.0,18,999,0,0,<a_51><b_230><c_49>,"Eaton Weatherhead 3750X4 Brass CA360 Fitting, Street Tee, 1/4""NPT Female x NPT Male x NPT ",1,2,0,131,7,4550,355,68,<a_31><b_16><c_122>,25,0,0.0,12,25,0,0,<a_115><b_225><c_0>,Ancor Heat Shrink Ring Terminals (+1),1,2,0,78,1,2919,68,68,0.0,0->0
790,A2717,1464,"GOOACC ZIP3040 GRC-55 SE Self Lock Bag Set Single Zipper ZB34, 100 Piece",GOOACC,3,30,<a_161><b_29><c_160>,999,0,0.0,48,999,0,0,<a_182><b_94><c_149>,Lehigh 5/16-9 x 3-1/4 inch Stainless Steel Screw Eyes (6 Pack),1,0,0,73,1,2353,30,30,<a_91><b_213><c_34>,999,0,0.0,999,999,0,0,<a_57><b_12><c_0>,"Shoe GOO&reg; Adhesive, 3.7 fl oz (+1)",1,0,0,95,1,4297,30,30,0.0,0->0
